uniprot_id	gene_name	is_paralog	n_pathways	shannon_H	shannon_H_norm	global_degree	mean_local_degree	max_local_degree	mean_ratio	bridge_score	betweenness	cross_ppi_count	betweenness_raw
P39060	COL18A1	False	10	2.148241	0.932969	90	8.4	22	0.093333	30	4e-05	68	6744.769839063112
P51608	MECP2	False	15	2.14808	0.79322	1258	67.7333	372	0.053842	71	0.00182	791	296554.44443867373
P11215	ITGAM	False	12	2.147273	0.864126	59	4.1667	11	0.070621	50	2e-05	45	3687.386390683374
Q02156	PRKCE	False	17	2.14707	0.757821	126	12.2353	51	0.097106	105	5e-05	58	8630.950111906846
Q15070	OXA1L	False	11	2.14702	0.895377	160	22.8182	51	0.142614	34	3e-05	90	5058.395290296121
P10600	TGFB3	False	12	2.146752	0.863917	11	0.8333	4	0.075758	50	0.0	6	119.86431750339054
P07550	ADRB2	False	15	2.146555	0.792657	322	31.5333	94	0.09793	78	0.00051	153	83177.97116079973
Q13488	TCIRG1	False	16	2.146303	0.774115	73	14.6875	25	0.201199	99	2e-05	34	2978.9808445573613
Q9Y5K8	ATP6V1D	False	16	2.146303	0.774115	109	20.5	34	0.188073	99	6e-05	56	9409.416876763735
O15438	ABCC3	False	15	2.145784	0.792372	23	1.3333	5	0.057971	82	0.0	14	78.62707623341996
P07339	CTSD	False	18	2.145516	0.742298	156	11.7778	43	0.075499	129	4e-05	79	7048.882258772916
Q9BV40	VAMP8	False	14	2.145493	0.812977	102	12.5714	32	0.123249	64	2e-05	49	2606.9238113052907
O75496	GMNN	False	11	2.145084	0.894569	105	10.4545	25	0.099567	29	5e-05	80	7696.567664364574
P13591	NCAM1	False	17	2.144477	0.756906	83	8.5294	23	0.102764	106	3e-05	47	4610.423312052767
O14975	SLC27A2	False	16	2.144268	0.773381	287	8.8125	55	0.030706	84	0.00017	213	28517.615821960826
Q99707	MTR	False	18	2.144251	0.74186	123	6.2778	32	0.051039	122	4e-05	73	6397.858714062152
Q14116	IL18	False	17	2.142673	0.75627	30	4.7647	13	0.158824	103	0.0	15	521.4957707644518
Q8WUM4	PDCD6IP	False	16	2.142442	0.772723	250	19.6875	82	0.07875	77	0.00017	164	27386.134799483207
O75955	FLOT1	False	14	2.141923	0.811624	508	44.2857	175	0.087177	64	0.00034	311	55705.058830509086
Q12923	PTPN13	False	17	2.140801	0.755609	184	19.2353	90	0.10454	98	5e-05	77	7422.047151245028
Q9NRA2	SLC17A5	False	17	2.138949	0.754955	68	3.0588	12	0.044983	105	1e-05	37	1635.7141115162437
P35227	PCGF2	False	16	2.137925	0.771093	89	18.875	36	0.212079	85	1e-05	39	2347.9969833719547
P54652	HSPA2	False	16	2.137265	0.770855	420	19.4375	75	0.04628	90	0.00053	299	85851.81091890391
P10635	CYP2D6	False	13	2.136361	0.832906	4	1.2308	3	0.307692	48	0.0	1	5.131679599061211
O75928	PIAS2	False	13	2.13633	0.832894	168	17.6154	43	0.104853	45	8e-05	112	12699.722431755523
O43396	TXNL1	False	12	2.135899	0.859549	229	13.6667	77	0.05968	26	0.00011	152	17355.196368548837
O15120	AGPAT2	False	14	2.135473	0.80918	74	2.7857	11	0.037645	63	2e-05	52	3629.0328206946974
O75177	SS18L1	False	14	2.135295	0.809113	103	25.8571	50	0.25104	67	2e-05	36	3261.1351306197694
P30613	PKLR	False	16	2.134982	0.770032	49	2.125	6	0.043367	92	7e-05	33	11259.985960007049
P23560	BDNF	False	19	2.134918	0.725068	42	4.6316	13	0.110276	132	1e-05	25	1810.8843929574493
Q86WV6	STING1	False	20	2.134799	0.712613	236	19.95	68	0.084534	127	0.0001	151	16165.331854258497
Q13263	TRIM28	False	16	2.134079	0.769706	1467	192.625	421	0.131305	91	0.00535	623	872790.7230326552
O95153	TSPOAP1	False	13	2.134011	0.83199	24	0.9231	4	0.038462	50	0.0	19	633.9625363950594
Q9UII4	HERC5	False	18	2.133902	0.738279	248	38.7778	101	0.156362	114	6e-05	101	10439.51653159122
P10606	COX5B	False	15	2.132704	0.787542	158	21.8	47	0.137975	82	8e-05	83	12658.463616774196
P13073	COX4I1	False	15	2.132704	0.787542	427	52.1333	136	0.122092	82	0.00023	174	37035.321080459726
P20674	COX5A	False	15	2.132704	0.787542	232	33.2667	71	0.143391	82	6e-05	103	10160.996256753466
Q02817	MUC2	False	16	2.132398	0.7691	4	0.875	3	0.21875	85	0.0	0	20.07894778775009
Q685J3	MUC17	False	16	2.132398	0.7691	4	0.375	2	0.09375	85	0.0	1	2.0575838866806047
Q6W4X9	MUC6	False	16	2.132398	0.7691	1	0.0	0	0.0	85	0.0	1	0.0
Q8N387	MUC15	False	16	2.132398	0.7691	5	0.125	1	0.025	85	0.0	3	12.01960886197006
Q8TAX7	MUC7	False	16	2.132398	0.7691	24	1.5	6	0.0625	85	0.0	14	303.0887951516455
Q8WXI7	MUC16	False	16	2.132398	0.7691	17	1.625	6	0.095588	85	0.0	8	108.70534904066787
Q96DR8	MUCL1	False	16	2.132398	0.7691	29	0.75	4	0.025862	85	3e-05	23	5286.89238766763
Q99102	MUC4	False	16	2.132398	0.7691	8	0.8125	6	0.101562	85	0.0	1	8.623511594781759
Q9HC84	MUC5B	False	16	2.132398	0.7691	39	2.3125	9	0.059295	85	2e-05	24	2546.0310496441134
Q9UKN1	MUC12	False	16	2.132398	0.7691	4	0.625	3	0.15625	85	0.0	0	0.6745944219762254
O75881	CYP7B1	False	14	2.131428	0.807647	4	0.2143	1	0.053571	57	0.0	3	17.180846634281902
Q15848	ADIPOQ	False	11	2.130865	0.88864	98	1.2727	7	0.012987	36	7e-05	86	11575.358317915867
Q8N684	CPSF7	False	20	2.129607	0.71088	330	42.75	103	0.129546	153	0.00011	140	18025.93544921222
P11474	ESRRA	False	13	2.127681	0.829522	62	11.3846	25	0.183623	56	1e-05	33	1716.399612763197
Q9UL46	PSME2	False	15	2.127462	0.785607	133	34.2	61	0.257143	70	4e-05	57	7301.058973764488
Q9HCX4	TRPC7	False	19	2.127005	0.72238	4	2.5789	4	0.644737	136	0.0	0	0.12153765362343709
Q9Y210	TRPC6	False	19	2.127005	0.72238	16	5.4737	7	0.342105	136	1e-05	5	1636.4760514359384
Q8NB16	MLKL	False	15	2.1268	0.785362	54	6.8667	23	0.127161	80	1e-05	31	1834.1049011488192
O43493	TGOLN2	False	12	2.12636	0.85571	1577	106.25	337	0.067375	46	0.00492	1136	802471.1090499996
O43390	HNRNPR	False	11	2.125773	0.886516	470	82.0	158	0.174468	34	0.0001	275	16595.141843925347
O75937	DNAJC8	False	11	2.125773	0.886516	230	51.2727	91	0.222925	34	4e-05	120	5957.0787160466125
P14866	HNRNPL	False	11	2.125773	0.886516	1856	117.2727	310	0.063186	34	0.01224	1476	1994424.1278142284
P35637	FUS	False	11	2.125773	0.886516	686	141.1818	250	0.205805	34	0.00051	384	83521.28319164609
P51991	HNRNPA3	False	11	2.125773	0.886516	435	65.6364	139	0.150888	34	0.00019	265	31530.20795548333
P52756	RBM5	False	11	2.125773	0.886516	134	32.1818	56	0.240163	34	3e-05	67	5431.576788446164
P55795	HNRNPH2	False	11	2.125773	0.886516	244	27.6364	60	0.113264	34	5e-05	168	7824.741041463979
Q15365	PCBP1	False	11	2.125773	0.886516	662	102.4545	237	0.154765	34	0.00035	386	57226.286330693794
Q8IWZ8	SUGP1	False	11	2.125773	0.886516	141	33.1818	49	0.235332	34	3e-05	83	5684.8338917992505
Q8IX12	CCAR1	False	11	2.125773	0.886516	203	36.6364	74	0.180475	34	5e-05	120	8470.631331084944
Q9UQ35	SRRM2	False	11	2.125773	0.886516	475	102.5455	175	0.215885	34	0.0002	264	32212.722748693213
P10636	MAPT	False	16	2.125385	0.76657	944	51.6875	243	0.054754	85	0.00139	655	226311.94164932574
Q9Y2A9	B3GNT3	False	16	2.12494	0.76641	83	8.1875	26	0.098644	83	1e-05	31	1842.1852721825005
P53708	ITGA8	False	12	2.12433	0.854893	71	4.5833	10	0.064554	52	6e-05	54	9901.720966963307
P51159	RAB27A	False	16	2.124118	0.766114	84	8.75	21	0.104167	99	5e-05	45	7730.512946622577
Q8IUD6	RNF135	False	19	2.123913	0.72133	32	7.3684	15	0.230263	126	0.0	13	430.0382662753826
P08263	GSTA1	False	14	2.123275	0.804558	21	2.5	8	0.119048	66	1e-05	11	1518.6745701484954
O14986	PIP5K1B	False	12	2.122249	0.854056	11	0.5	3	0.045454	43	0.0	8	548.8882055953409
O14939	PLD2	False	15	2.121503	0.783406	131	9.8	37	0.074809	75	5e-05	70	7425.921135086565
Q6ZSZ5	ARHGEF18	False	16	2.121118	0.765031	38	4.625	15	0.12171	84	0.0	23	221.9357839185352
Q7Z6B7	SRGAP1	False	11	2.120702	0.884401	40	8.6364	20	0.215909	31	0.0	19	284.1383712891565
P33151	CDH5	False	13	2.120087	0.826561	96	8.6923	29	0.090545	56	2e-05	63	2685.9898353089757
P18848	ATF4	False	14	2.119082	0.802969	94	7.2857	24	0.077508	53	5e-05	70	8725.092630687763
Q07890	SOS2	False	22	2.117915	0.685178	48	5.0	18	0.104167	185	0.0	26	262.9877703180648
Q08211	DHX9	False	20	2.117198	0.706738	686	74.1	218	0.108018	149	0.00045	351	73969.25508360802
Q9H3M7	TXNIP	False	20	2.117179	0.706732	212	25.5	72	0.120283	149	5e-05	94	7703.175832271429
P30101	PDIA3	False	17	2.116388	0.746992	494	50.6471	138	0.102524	98	0.00063	232	103433.55878633796
O14579	COPE	False	11	2.115616	0.88228	332	39.7273	100	0.11966	26	0.00012	217	18993.499901231487
P33947	KDELR2	False	11	2.115616	0.88228	106	5.0	15	0.04717	26	4e-05	89	6570.440985966675
P35606	COPB2	False	11	2.115616	0.88228	385	35.1818	86	0.091381	26	0.0002	282	32309.376867829895
P48444	ARCN1	False	11	2.115616	0.88228	248	25.2727	68	0.101906	26	6e-05	173	10048.86712465998
P53621	COPA	False	11	2.115616	0.88228	426	40.5455	106	0.095177	26	0.00016	299	26734.543012510043
P61923	COPZ1	False	11	2.115616	0.88228	135	19.9091	40	0.147475	26	3e-05	89	4697.8844582046695
P84085	ARF5	False	11	2.115616	0.88228	227	25.5455	44	0.112535	26	0.00011	165	17861.458144822736
Q9BVK6	TMED9	False	11	2.115616	0.88228	175	18.1818	42	0.103896	26	8e-05	131	12738.565430902489
Q9P299	COPZ2	False	11	2.115616	0.88228	13	6.1818	8	0.475524	26	0.0	5	11.65286782815994
Q9UBF2	COPG2	False	11	2.115616	0.88228	165	20.1818	44	0.122314	26	5e-05	116	8347.759058637685
Q9Y3B3	TMED7	False	11	2.115616	0.88228	95	10.1818	24	0.107177	26	5e-05	71	7633.038081311867
Q9Y3Q3	TMED3	False	11	2.115616	0.88228	31	5.2727	9	0.170088	26	0.0	22	331.38520824074095
Q9Y678	COPG1	False	11	2.115616	0.88228	235	24.5455	66	0.104449	26	9e-05	161	14561.702415343425
P13051	UNG	False	10	2.115189	0.918615	41	5.0	11	0.121951	26	1e-05	21	1292.1620991527693
P68104	EEF1A1	False	22	2.114528	0.684083	722	87.7727	251	0.121569	191	0.00075	299	121608.14674987963
P13987	CD59	False	15	2.114497	0.780819	99	6.0	26	0.060606	63	5e-05	57	8081.232126816677
P15559	NQO1	False	14	2.11277	0.800578	87	6.2143	27	0.071429	64	3e-05	48	4150.105020879015
P17181	IFNAR1	False	16	2.111388	0.761522	68	11.625	28	0.170956	73	3e-05	32	4279.919276775937
P48551	IFNAR2	False	16	2.111388	0.761522	28	7.875	16	0.28125	73	1e-05	10	1025.8359872697952
Q9H0M0	WWP1	False	15	2.110592	0.779377	254	25.3333	76	0.099737	83	0.00017	141	28281.99184621437
Q9NV70	EXOC1	False	17	2.110202	0.744809	145	12.1765	26	0.083976	105	7e-05	85	10827.207900701582
P05177	CYP1A2	False	13	2.109975	0.822618	10	0.6154	4	0.061538	46	0.0	6	25.339372041364612
P49755	TMED10	False	13	2.1095	0.822433	273	29.1538	73	0.106791	35	0.00021	198	33693.41524834593
P26599	PTBP1	False	16	2.108855	0.760609	380	49.1875	136	0.129441	89	0.0001	176	16915.721685161418
P31943	HNRNPH1	False	16	2.108855	0.760609	1424	98.0625	274	0.068864	89	0.00661	945	1077555.725772052
P52272	HNRNPM	False	16	2.108855	0.760609	660	90.0625	233	0.136458	89	0.00059	324	96147.92120268919
Q12772	SREBF2	False	13	2.10817	0.821915	137	8.6923	20	0.063447	54	8e-05	104	13169.634168735274
P05155	SERPING1	False	13	2.107806	0.821773	40	6.2308	13	0.155769	60	1e-05	15	2108.2193045241097
Q8IW41	MAPKAPK5	False	13	2.107304	0.821577	49	7.7692	20	0.158556	54	1e-05	22	1393.168342896219
P25103	TACR1	False	11	2.106863	0.87863	66	2.0909	6	0.031681	34	0.00011	57	18074.999887261813
P30556	AGTR1	False	11	2.106863	0.87863	93	7.9091	23	0.085044	34	0.00013	67	21703.86869040722
Q9H0D6	XRN2	False	12	2.106611	0.847763	351	27.5833	91	0.078585	47	9e-05	194	14243.304889519031
Q86VW2	ARHGEF25	False	12	2.105022	0.847123	30	4.3333	13	0.144444	34	0.0	17	354.3967662966547
O95670	ATP6V1G2	False	15	2.104525	0.777137	37	15.9333	20	0.43063	86	1e-05	15	1912.971351560497
P15313	ATP6V1B1	False	15	2.104525	0.777137	111	23.2	44	0.209009	86	2e-05	53	3090.1230104578362
Q16864	ATP6V1F	False	15	2.104525	0.777137	120	25.2	44	0.21	86	2e-05	51	3582.514740893283
Q8N8Y2	ATP6V0D2	False	15	2.104525	0.777137	59	12.4	19	0.21017	86	1e-05	30	2016.0516009792266
Q8NEY4	ATP6V1C2	False	15	2.104525	0.777137	43	11.6	19	0.269767	86	1e-05	24	2371.3543449693157
Q8NHE4	ATP6V0E2	False	15	2.104525	0.777137	2	0.0667	1	0.033333	86	0.0	1	14.181466443795905
Q96A05	ATP6V1E2	False	15	2.104525	0.777137	16	9.5333	11	0.595833	86	0.0	4	80.06842404282409
Q96LB4	ATP6V1G3	False	15	2.104525	0.777137	4	0.2667	2	0.066667	86	0.0	2	14.462697758815002
Q9H4G0	EPB41L1	False	11	2.103954	0.877417	164	4.8182	13	0.029379	37	5e-05	149	7697.096094101823
P04234	CD3D	False	14	2.103925	0.797226	77	5.0714	19	0.065863	63	2e-05	55	4045.9688077214937
Q92620	DHX38	False	12	2.103762	0.846616	172	30.25	63	0.175872	43	9e-05	98	14156.995095815006
Q01826	SATB1	False	12	2.103214	0.846395	130	15.1667	49	0.116667	47	3e-05	68	4582.692521230266
P16234	PDGFRA	False	18	2.102294	0.727344	361	27.3889	97	0.075869	117	0.00045	217	73265.2282251973
Q14123	PDE1C	False	12	2.102164	0.845973	13	2.5833	6	0.198718	14	0.0	7	253.21076760380436
Q03692	COL10A1	False	9	2.102012	0.956667	35	3.3333	7	0.095238	23	1e-05	28	855.1846116691573
P48436	SOX9	False	17	2.101747	0.741824	91	13.3529	43	0.146735	108	3e-05	34	4538.078024321247
O14727	APAF1	False	17	2.101569	0.741762	86	5.9412	17	0.069084	94	0.00011	61	17553.15715436045
Q01814	ATP2B2	False	14	2.101506	0.796309	185	5.0714	25	0.027413	74	0.00021	152	34274.52201908812
Q14161	GIT2	False	12	2.101373	0.845655	138	16.1667	49	0.11715	28	4e-05	89	6995.121906951961
P47895	ALDH1A3	False	12	2.101095	0.845543	56	1.9167	12	0.034226	38	3e-05	40	4331.324327012717
Q9Y2T1	AXIN2	False	13	2.100451	0.818905	74	10.1538	24	0.137214	57	0.00012	41	20266.58092041103
Q9NRW1	RAB6B	False	12	2.100435	0.845277	110	12.5	31	0.113636	42	6e-05	73	9679.944233325818
O00311	CDC7	False	14	2.099073	0.795388	121	18.2857	29	0.151122	66	8e-05	77	12378.573201970374
P56693	SOX10	False	13	2.099022	0.818348	69	7.4615	28	0.108138	52	0.0	40	720.0718548594907
P61020	RAB5B	False	17	2.098593	0.740711	146	20.5294	43	0.140613	109	6e-05	60	9072.159183864002
O75475	PSIP1	False	16	2.098314	0.756807	210	20.8125	73	0.099107	66	4e-05	116	6083.618259512033
O95271	TNKS	False	15	2.097881	0.774683	102	8.4667	21	0.083007	80	4e-05	63	6077.906546159841
Q9H2K2	TNKS2	False	15	2.097881	0.774683	62	7.8	19	0.125806	80	1e-05	31	2352.2595720452523
Q9UKX2	MYH2	False	11	2.097465	0.874711	45	3.0909	11	0.068687	28	1e-05	29	890.5364410377352
P33897	ABCD1	False	15	2.09711	0.774399	76	4.3333	14	0.057018	81	2e-05	44	2898.484000833921
O14734	ACOT8	False	13	2.097023	0.817569	58	1.3846	8	0.023873	46	1e-05	48	1327.9905273692186
P51659	HSD17B4	False	13	2.097023	0.817569	195	6.7692	34	0.034714	46	9e-05	155	14179.018947938144
P02766	TTR	False	18	2.096733	0.72542	90	7.6111	23	0.084568	131	3e-05	42	4681.363173269361
Q76LX8	ADAMTS13	False	14	2.096297	0.794336	24	1.0	3	0.041667	70	0.0	18	387.68210416180176
P01130	LDLR	False	14	2.096145	0.794278	144	7.8571	20	0.054564	70	0.00016	114	25477.376224678723
P26368	U2AF2	False	17	2.096098	0.739831	646	113.5294	265	0.175742	104	0.00026	257	42120.564228280426
P00441	SOD1	False	14	2.095237	0.793934	417	33.6429	114	0.080678	64	0.0003	271	48610.96342459249
Q08209	PPP3CA	False	19	2.095017	0.711516	145	11.2632	43	0.077677	129	0.00011	88	18096.810836671513
P11233	RALA	False	16	2.094045	0.755267	136	11.4375	42	0.084099	81	8e-05	68	12952.222922961068
Q8WVM8	SCFD1	False	13	2.093815	0.816318	267	35.5385	68	0.133103	48	6e-05	136	10121.924815692444
Q8IU60	DCP2	False	12	2.091112	0.841526	95	4.6667	15	0.049123	46	3e-05	70	4107.051739265377
P10909	CLU	False	15	2.090349	0.771902	254	24.6	73	0.09685	76	0.00045	140	73717.22751942345
O95292	VAPB	False	13	2.090214	0.814914	481	36.0769	119	0.075004	46	0.00053	286	85889.40313051714
Q9Y5R8	TRAPPC1	False	13	2.089433	0.81461	55	11.1538	22	0.202797	50	2e-05	27	3000.5896486712163
Q9BXP5	SRRT	False	15	2.087648	0.770904	347	47.2667	101	0.136215	80	0.00028	207	45057.35161569923
Q8WV24	PHLDA1	False	10	2.086562	0.906182	60	0.7	2	0.011667	24	3e-05	58	5695.501927715102
P98174	FGD1	False	12	2.08518	0.839138	42	2.5833	10	0.061508	40	0.0	32	350.09874066727275
Q5JSP0	FGD3	False	12	2.08518	0.839138	8	3.0833	5	0.385417	40	0.0	3	91.03961434434362
Q7Z6J4	FGD2	False	12	2.08518	0.839138	25	2.3333	6	0.093333	40	0.0	19	142.1455506321732
Q96M96	FGD4	False	12	2.08518	0.839138	22	3.5	9	0.159091	40	0.0	13	702.1905915097166
Q9HCU5	PREB	False	14	2.083795	0.789598	191	11.9286	41	0.062453	54	4e-05	136	6776.852173116346
P61024	CKS1B	False	10	2.083599	0.904896	96	14.4	24	0.15	16	0.0001	72	16158.135873609981
P10144	GZMB	False	14	2.083473	0.789476	16	2.1429	6	0.133929	69	0.0	6	34.247834605765014
Q07021	C1QBP	False	16	2.083194	0.751353	735	40.0	127	0.054422	94	0.00082	499	134036.93821940356
P19086	GNAZ	False	14	2.082799	0.789221	68	8.8571	21	0.130252	54	6e-05	43	9055.851933187103
Q15758	SLC1A5	False	13	2.082568	0.811933	281	18.3846	78	0.065426	46	9e-05	187	13953.024671989191
P08100	RHO	False	17	2.081257	0.734592	11	1.1176	3	0.101604	104	0.0	6	185.0107115541042
P17480	UBTF	False	10	2.081137	0.903826	232	21.7	74	0.093534	25	5e-05	158	8479.592550461677
O60443	GSDME	False	13	2.080924	0.811292	57	3.0769	15	0.053981	60	1e-05	30	1620.719094763246
Q8N4T4	ARHGEF39	False	12	2.079163	0.836717	55	3.5	12	0.063636	40	0.0	43	671.2881622369093
P01031	C5	False	11	2.078672	0.866874	35	5.9091	12	0.168831	34	1e-05	19	1662.2904215719957
P41134	ID1	False	13	2.078262	0.810255	63	5.9231	24	0.094017	54	1e-05	32	2289.5172602334337
Q03001	DST	False	15	2.076532	0.7668	290	23.2667	107	0.08023	73	0.00015	178	24368.767117085106
O60315	ZEB2	False	16	2.0762	0.748831	98	11.75	46	0.119898	60	4e-05	49	6641.612349930301
O60675	MAFK	False	16	2.076056	0.748779	34	5.625	12	0.165441	84	0.0	18	600.0171793031471
Q9UKY4	POMT2	False	16	2.075751	0.748669	57	1.6875	6	0.029605	80	4e-05	49	7129.409729787234
Q9Y6A1	POMT1	False	16	2.075751	0.748669	59	2.4375	9	0.041313	80	4e-05	45	6500.196971904779
O75030	MITF	False	14	2.075639	0.786508	51	8.8571	23	0.17367	61	1e-05	14	1611.9161719764286
P08887	IL6R	False	23	2.073786	0.661391	20	2.913	9	0.145652	209	0.0	8	452.40630601385743
P49715	CEBPA	False	10	2.07174	0.899745	1172	82.5	261	0.070393	26	0.00136	831	222467.54545470537
P41143	OPRD1	False	11	2.071355	0.863822	40	4.3636	12	0.109091	34	3e-05	21	5484.7130036795115
P30279	CCND2	False	15	2.070648	0.764627	143	27.0	57	0.188811	75	6e-05	71	9464.67964664371
P12956	XRCC6	False	17	2.070364	0.730748	918	69.9412	252	0.076189	93	0.0011	535	179640.25883680827
P13010	XRCC5	False	17	2.070364	0.730748	520	45.1765	155	0.086878	93	0.00029	265	46521.34369387259
P17655	CAPN2	False	12	2.068134	0.832278	158	7.8333	43	0.049578	46	4e-05	106	6579.440788313039
Q96L46	CAPNS2	False	12	2.068134	0.832278	49	3.0	6	0.061224	46	1e-05	41	1580.2863328838496
Q13094	LCP2	False	13	2.066634	0.805721	47	11.9231	28	0.253683	55	1e-05	18	1207.48485145642
Q00587	CDC42EP1	False	11	2.066506	0.8618	134	18.6364	56	0.139077	21	3e-05	78	5357.508903573866
P08727	KRT19	False	11	2.066076	0.861621	274	17.3636	69	0.063371	30	0.00011	205	18462.462561006716
P01903	HLA-DRA	False	13	2.065396	0.805239	166	8.5385	29	0.051437	50	0.0001	137	16102.491012002267
P01906	HLA-DQA2	False	13	2.065396	0.805239	2	1.0	1	0.5	50	0.0	1	0.7311061093111346
P01909	HLA-DQA1	False	13	2.065396	0.805239	137	9.7692	26	0.071308	50	0.00013	111	21924.454981048013
P01920	HLA-DQB1	False	13	2.065396	0.805239	79	6.6923	17	0.084713	50	1e-05	62	2213.3292211095936
P04440	HLA-DPB1	False	13	2.065396	0.805239	94	5.1538	19	0.054828	50	6e-05	75	9472.814699204726
P05538	HLA-DQB2	False	13	2.065396	0.805239	9	0.3077	2	0.034188	50	0.0	7	167.55711468671714
P13762	HLA-DRB4	False	13	2.065396	0.805239	10	0.5385	4	0.053846	50	0.0	6	38.290416642126566
P20036	HLA-DPA1	False	13	2.065396	0.805239	121	5.2308	18	0.043229	50	5e-05	103	8066.461916515094
P79483	HLA-DRB3	False	13	2.065396	0.805239	66	9.6923	26	0.146853	50	1e-05	40	2412.0402354539888
Q30154	HLA-DRB5	False	13	2.065396	0.805239	30	4.1538	10	0.138462	50	0.0	20	229.0447275354956
P50591	TNFSF10	False	12	2.065386	0.831172	22	8.25	15	0.375	41	0.0	7	278.33067656712865
Q92782	DPF1	False	13	2.06441	0.804854	92	26.0769	48	0.283445	57	1e-05	26	1664.4675092138102
Q92784	DPF3	False	13	2.06441	0.804854	94	25.3077	40	0.269231	57	8e-05	44	12636.318958559588
P19367	HK1	False	12	2.062408	0.829974	230	21.3333	61	0.092753	47	0.00012	98	19792.205908290896
Q01518	CAP1	False	11	2.061838	0.859853	209	21.5455	56	0.103088	40	4e-05	117	6053.811388039561
P49916	LIG3	False	13	2.061805	0.803839	216	11.0769	29	0.051282	57	5e-05	184	8577.607081139698
Q96NB3	ZNF830	False	10	2.061354	0.895235	57	14.1	27	0.247368	27	0.0	23	292.11228435444184
Q9NPD5	SLCO1B3	False	15	2.06095	0.761046	112	6.4667	31	0.057738	83	3e-05	62	4445.050925415344
Q9Y6L6	SLCO1B1	False	15	2.06095	0.761046	31	2.5333	7	0.08172	83	0.0	17	576.0418665328724
P35638	DDIT3	False	15	2.059645	0.760564	117	13.6667	37	0.116809	71	6e-05	62	8991.455308206623
P16233	PNLIP	False	12	2.059526	0.828814	10	1.0	3	0.1	50	0.0	5	81.22539600893623
P17516	AKR1C4	False	13	2.059192	0.80282	7	2.6154	3	0.373626	44	0.0	4	52.39655966428915
Q12846	STX4	False	15	2.05841	0.760108	429	25.0	67	0.058275	81	0.00019	303	31267.706824862365
P10632	CYP2C8	False	13	2.058345	0.802489	17	0.6923	4	0.040724	51	0.0	13	80.07002241970405
P11712	CYP2C9	False	13	2.058345	0.802489	103	5.0	20	0.048544	51	2e-05	83	3959.508732678011
Q92600	CNOT9	False	14	2.057259	0.779543	227	21.5714	43	0.095028	67	9e-05	165	14911.476973889165
Q9ULM6	CNOT6	False	14	2.057259	0.779543	57	12.7143	21	0.223058	67	1e-05	31	1854.696361286134
O60733	PLA2G6	False	15	2.055811	0.759148	24	0.4667	3	0.019444	73	0.0	19	474.1985411139741
P49753	ACOT2	False	14	2.055621	0.778922	110	6.5	33	0.059091	68	1e-05	58	1521.3396324438218
Q9HAP6	LIN7B	False	13	2.054387	0.800946	38	5.3077	9	0.139676	54	1e-05	24	2238.8938879228776
P22309	UGT1A1	False	12	2.054127	0.826642	8	0.75	2	0.09375	52	0.0	5	22.43380399024325
P51809	VAMP7	False	12	2.053984	0.826584	132	10.5833	37	0.080177	42	3e-05	79	4725.046080382127
Q70Z35	PREX2	False	11	2.053842	0.856519	13	3.5455	9	0.272727	27	0.0	4	64.93422940114026
P19438	TNFRSF1A	False	12	2.053564	0.826415	187	33.75	85	0.180481	43	0.00019	80	30500.05669188175
O60706	ABCC9	False	11	2.052605	0.856003	5	0.6364	2	0.127273	45	0.0	3	15.12930406756246
O75145	PPFIA3	False	10	2.051955	0.891153	40	3.6	8	0.09	24	1e-05	32	930.0682736093021
O75334	PPFIA2	False	10	2.051955	0.891153	29	3.9	9	0.134483	24	1e-05	20	995.2102352620973
O75335	PPFIA4	False	10	2.051955	0.891153	9	0.5	2	0.055556	24	0.0	7	38.325282369581565
Q13136	PPFIA1	False	10	2.051955	0.891153	210	5.7	18	0.027143	24	0.0001	192	15751.624710475162
P43403	ZAP70	False	15	2.05103	0.757383	67	14.1333	36	0.210945	76	4e-05	17	6108.983287602014
P13647	KRT5	False	13	2.050862	0.799572	189	17.1538	70	0.090761	51	4e-05	117	7315.006469799796
O15072	ADAMTS3	False	12	2.050176	0.825051	13	1.0	6	0.076923	47	0.0	6	91.30638916702507
O95450	ADAMTS2	False	12	2.050176	0.825051	51	2.8333	9	0.055556	47	3e-05	39	4769.0830686699455
Q8WXS8	ADAMTS14	False	12	2.050176	0.825051	4	0.25	2	0.0625	47	0.0	2	4.216017088891644
Q9UKT4	FBXO5	False	11	2.050108	0.854961	51	15.7273	30	0.308378	26	0.0	21	488.94928960155147
P45973	CBX5	False	14	2.049743	0.776695	317	46.0	122	0.14511	68	0.00024	149	39451.750441012904
P04628	WNT1	False	13	2.049338	0.798978	7	1.8462	6	0.263736	56	0.0	1	22.83993961240173
P21589	NT5E	False	14	2.048701	0.7763	93	3.2857	17	0.03533	59	2e-05	63	3264.4720322024386
O15516	CLOCK	False	15	2.048677	0.756514	83	8.5333	19	0.102811	89	2e-05	55	3760.201447353982
P30273	FCER1G	False	15	2.048455	0.756432	86	3.8	15	0.044186	78	3e-05	68	5005.066737758148
Q9UBC3	DNMT3B	False	14	2.047116	0.7757	101	20.0714	43	0.198727	68	2e-05	34	2974.6469888940765
Q9Y6X2	PIAS3	False	13	2.046778	0.79798	78	11.6923	34	0.149901	46	1e-05	41	1671.993168326743
O43815	STRN	False	16	2.04615	0.737993	144	10.1875	46	0.070747	88	4e-05	80	6531.94969048538
