uniprot_id	gene_name	is_paralog	n_pathways	shannon_H	shannon_H_norm	global_degree	mean_local_degree	max_local_degree	mean_ratio	bridge_score	betweenness	cross_ppi_count	betweenness_raw
Q6GTX8	LAIR1	False	5	1.310154	0.814044	8	2.4	4	0.3	4	0.0	4	43.7456010806302
Q8IYS5	OSCAR	False	5	1.310154	0.814044	3	0.6	1	0.2	4	0.0	2	7.739320108909098
Q8N6C8	LILRA3	False	5	1.310154	0.814044	9	2.4	4	0.266666	4	0.00011	5	18202.88949048538
Q9Y336	SIGLEC9	False	5	1.310154	0.814044	7	1.6	3	0.228571	4	0.0	4	18.611922957374773
Q99943	AGPAT1	False	6	1.310056	0.731156	251	10.3333	36	0.041168	4	0.00044	215	72529.12836577492
Q9UBF6	RNF7	False	10	1.309566	0.568737	144	44.2	73	0.306944	30	4e-05	54	5955.641080860466
Q8N6Q3	CD177	False	7	1.308631	0.672503	4	0.0	0	0.0	14	0.0	4	8.071219802926258
Q6ZN18	AEBP2	False	6	1.307909	0.729958	48	9.6667	16	0.201389	9	1e-05	31	1016.3128633961987
P49641	MAN2A2	False	10	1.307537	0.567856	91	4.4	14	0.048352	24	3e-05	77	5511.189705032252
Q15717	ELAVL1	False	7	1.307531	0.671938	2022	177.0	381	0.087537	10	0.01169	1554	1904739.6987265674
O00462	MANBA	False	5	1.30661	0.811842	82	10.6	21	0.129268	6	7e-05	52	11192.195530761463
O00754	MAN2B1	False	5	1.30661	0.811842	61	9.2	18	0.15082	6	2e-05	37	2752.540266834037
Q9UBU3	GHRL	False	10	1.306226	0.567287	17	2.5	5	0.147059	27	0.0	11	163.34533876189008
P49902	NT5C2	False	6	1.305504	0.728616	110	3.1667	15	0.028788	8	2e-05	95	3553.622590097299
Q9BY32	ITPA	False	6	1.305504	0.728616	99	4.0	21	0.040404	8	7e-05	78	11247.658382970081
P17947	SPI1	False	7	1.305113	0.670695	48	15.1429	25	0.315476	10	0.0	18	668.6931377686061
Q9NSU2	TREX1	False	6	1.30347	0.72748	52	1.5	6	0.028846	2	5e-05	46	8106.55847894879
Q6PGQ7	BORA	False	6	1.302658	0.727027	47	9.0	14	0.191489	1	1e-05	33	1087.0464445775517
Q02246	CNTN2	False	6	1.301138	0.726179	16	4.1667	8	0.260417	2	0.0	8	152.03807448209972
P09086	POU2F2	False	6	1.3005	0.725823	26	5.1667	12	0.198718	9	0.0	12	394.5524810321739
Q16625	OCLN	False	9	1.300192	0.591743	511	15.7778	30	0.030876	20	0.0003	471	48814.4972943194
P24723	PRKCH	False	8	1.29995	0.625144	26	4.25	11	0.163461	12	0.0	13	365.2086828805226
P61962	DCAF7	False	6	1.299464	0.725245	330	34.8333	80	0.105556	6	0.00021	250	34090.97729007027
Q86YS6	RAB43	False	7	1.299318	0.667717	46	10.8571	19	0.236025	12	1e-05	24	1682.8838268242912
Q13324	CRHR2	False	9	1.299286	0.591331	4	1.5556	3	0.388889	22	0.0	1	80.55891665189745
Q92824	PCSK5	False	7	1.298211	0.667149	105	4.5714	16	0.043538	12	5e-05	87	8071.439173992321
Q9Y2I1	NISCH	False	7	1.298166	0.667125	165	26.8571	71	0.162771	3	0.0002	94	31894.788820312184
P34947	GRK5	False	5	1.297708	0.806312	174	16.2	56	0.093103	1	0.0001	118	15677.788359656708
O15541	RNF113A	False	4	1.296289	0.935075	684	101.0	191	0.147661	0	0.00019	493	31430.291674876247
O43172	PRPF4	False	4	1.296289	0.935075	271	66.5	87	0.245387	0	5e-05	184	7737.769751986499
O43290	SART1	False	4	1.296289	0.935075	329	91.75	123	0.278876	0	8e-05	206	12389.1364027188
O43395	PRPF3	False	4	1.296289	0.935075	275	81.0	101	0.294546	0	5e-05	174	8415.156284714583
O75554	WBP4	False	4	1.296289	0.935075	107	44.5	48	0.415888	0	1e-05	59	1778.5024383721397
O95232	LUC7L3	False	4	1.296289	0.935075	193	23.75	29	0.123057	0	1e-05	164	2354.3192889939423
O95777	LSM8	False	4	1.296289	0.935075	98	27.5	36	0.280612	0	2e-05	62	2723.876760913099
O95926	SYF2	False	4	1.296289	0.935075	72	35.25	37	0.489583	0	0.0	35	653.6225409138566
P16383	GCFC2	False	4	1.296289	0.935075	61	18.75	20	0.307377	0	1e-05	41	1021.7264745730255
P55081	MFAP1	False	4	1.296289	0.935075	276	44.75	61	0.162138	0	0.0001	215	15575.806742464301
Q13123	IK	False	4	1.296289	0.935075	208	44.75	54	0.215144	0	2e-05	154	3222.8883241461162
Q13523	PRP4K	False	4	1.296289	0.935075	327	94.25	125	0.288226	0	6e-05	202	9156.959274864548
Q14320	FAM50A	False	4	1.296289	0.935075	95	11.75	18	0.123684	0	3e-05	77	5399.947902087345
Q14562	DHX8	False	4	1.296289	0.935075	292	98.25	126	0.336472	0	5e-05	166	7403.011177798185
Q15637	SF1	False	4	1.296289	0.935075	313	47.0	58	0.15016	0	0.00013	255	20438.646547146527
Q2TAY7	SMU1	False	4	1.296289	0.935075	207	35.75	47	0.172705	0	2e-05	160	3897.5711013825317
Q2TBE0	CWF19L2	False	4	1.296289	0.935075	181	30.5	39	0.168508	0	7e-05	142	10764.415444509372
Q53GS9	USP39	False	4	1.296289	0.935075	218	48.5	58	0.222477	0	8e-05	160	13040.643634601085
Q6IQ49	SDE2	False	4	1.296289	0.935075	37	3.0	5	0.081081	0	0.0	32	743.6318684245239
Q8N5F7	NKAP	False	4	1.296289	0.935075	142	26.75	31	0.18838	0	2e-05	111	2641.411203954488
Q8NAV1	PRPF38A	False	4	1.296289	0.935075	160	30.25	39	0.189062	0	5e-05	121	7597.790981199875
Q8TAD8	SNIP1	False	4	1.296289	0.935075	397	109.25	160	0.275189	0	0.00016	237	25778.716039966832
Q8WUD4	CCDC12	False	4	1.296289	0.935075	107	43.5	46	0.406542	0	2e-05	61	2671.73096656228
Q8WUQ7	CACTIN	False	4	1.296289	0.935075	106	10.0	13	0.09434	0	2e-05	93	2517.3026829917403
Q8WVK2	SNRNP27	False	4	1.296289	0.935075	170	21.75	25	0.127941	0	3e-05	145	5675.50346744817
Q8WWY3	PRPF31	False	4	1.296289	0.935075	375	59.5	78	0.158667	0	0.00025	297	40739.28604093026
Q96BP3	PPWD1	False	4	1.296289	0.935075	49	11.0	14	0.22449	0	0.0	35	414.21376144201673
Q96BZ8	LENG1	False	4	1.296289	0.935075	117	5.25	8	0.044872	0	3e-05	109	5675.157434976604
Q96NC0	ZMAT2	False	4	1.296289	0.935075	115	15.75	22	0.136956	0	3e-05	93	5332.760445515885
Q99633	PRPF18	False	4	1.296289	0.935075	95	4.75	6	0.05	0	2e-05	89	3524.858450449457
Q9BRD0	BUD13	False	4	1.296289	0.935075	117	18.25	41	0.155983	0	1e-05	76	918.6734589954648
Q9BRR8	GPATCH1	False	4	1.296289	0.935075	108	23.25	25	0.215278	0	1e-05	83	1629.9555932629703
Q9BTD8	RBM42	False	4	1.296289	0.935075	333	89.0	161	0.267267	0	8e-05	172	13423.78537986292
Q9BW85	YJU2	False	4	1.296289	0.935075	72	17.25	19	0.239583	0	0.00012	53	19566.896887160812
Q9BZL1	UBL5	False	4	1.296289	0.935075	76	7.75	9	0.101974	0	4e-05	67	6070.454213668834
Q9H0G5	NSRP1	False	4	1.296289	0.935075	202	39.5	59	0.195544	0	6e-05	143	10184.295799494628
Q9H307	PNN	False	4	1.296289	0.935075	297	65.25	79	0.219697	0	7e-05	218	10811.446966761754
Q9H5V9	STEEP1	False	4	1.296289	0.935075	79	6.75	12	0.085443	0	3e-05	67	4239.602120130823
Q9H5Z1	DHX35	False	4	1.296289	0.935075	65	20.25	23	0.311539	0	0.0	42	585.7804592196753
Q9H875	PRKRIP1	False	4	1.296289	0.935075	44	13.75	15	0.3125	0	0.0	29	379.2339499872337
Q9NW82	WDR70	False	4	1.296289	0.935075	80	7.25	12	0.090625	0	1e-05	68	910.9104436739491
Q9NZ63	C9orf78	False	4	1.296289	0.935075	620	44.25	88	0.071371	0	0.00022	532	35436.63750743786
Q9UBB9	TFIP11	False	4	1.296289	0.935075	416	69.0	86	0.165866	0	0.00045	330	73537.63276137577
Q9Y388	RBMX2	False	4	1.296289	0.935075	106	20.75	38	0.195754	0	1e-05	68	1281.899545417831
Q9Y421	FAM32A	False	4	1.296289	0.935075	32	2.5	5	0.078125	0	0.0	27	329.92322416486275
O15259	NPHP1	False	4	1.295956	0.934834	94	6.5	7	0.069149	0	1e-05	87	1461.5460378334785
Q15019	SEPTIN2	False	4	1.295956	0.934834	196	2.0	4	0.010204	0	9e-05	192	14145.839762014046
Q15051	IQCB1	False	4	1.295956	0.934834	275	21.0	25	0.076364	0	0.00022	250	35809.37370225816
Q2MV58	TCTN1	False	4	1.295956	0.934834	149	7.5	8	0.050335	0	6e-05	141	9107.57731016248
Q4AC94	C2CD3	False	4	1.295956	0.934834	39	9.0	9	0.230769	0	0.0	30	121.64826877021581
Q5HYA8	TMEM67	False	4	1.295956	0.934834	140	1.25	2	0.008929	0	0.00011	138	17215.42384855012
Q5T7B8	KIF24	False	4	1.295956	0.934834	38	3.25	4	0.085526	0	1e-05	34	998.4533429649741
Q5TB80	CEP162	False	4	1.295956	0.934834	164	32.5	34	0.198171	0	4e-05	130	6268.553306425555
Q6IQ55	TTBK2	False	4	1.295956	0.934834	21	2.0	2	0.095238	0	0.0	19	282.23190453756354
Q6NUS6	TCTN3	False	4	1.295956	0.934834	332	5.0	6	0.01506	0	0.00014	326	22564.194896085235
Q8N157	AHI1	False	4	1.295956	0.934834	56	11.75	12	0.209822	0	0.0	44	515.3646173010462
Q8TES7	FBF1	False	4	1.295956	0.934834	163	14.25	15	0.087424	0	5e-05	148	8364.20084877252
Q96GX1	TCTN2	False	4	1.295956	0.934834	302	7.25	8	0.024007	0	0.00017	294	27961.119145679415
Q96L34	MARK4	False	4	1.295956	0.934834	72	7.0	7	0.097222	0	1e-05	65	934.5806839381986
Q96NL6	SCLT1	False	4	1.295956	0.934834	170	13.75	16	0.080882	0	4e-05	154	6833.474081099688
Q96ST8	CEP89	False	4	1.295956	0.934834	144	22.0	22	0.152778	0	3e-05	122	4309.789909937358
Q9P0N5	TMEM216	False	4	1.295956	0.934834	245	0.25	1	0.00102	0	4e-05	244	6112.018284731077
Q9P2K1	CC2D2A	False	4	1.295956	0.934834	44	13.0	13	0.295455	0	0.0	31	281.98893449217894
Q9UPM9	B9D1	False	4	1.295956	0.934834	31	9.5	11	0.306452	0	1e-05	20	857.5419122388341
Q9Y592	CEP83	False	4	1.295956	0.934834	42	2.0	2	0.047619	0	2e-05	40	3216.062353313786
P29375	KDM5A	False	6	1.295374	0.722962	69	11.1667	20	0.161836	9	0.0	44	655.9049689601804
Q9C0K0	BCL11B	False	5	1.294541	0.804344	71	10.4	27	0.146479	1	1e-05	44	990.9801481520796
Q13077	TRAF1	False	5	1.293931	0.803964	296	29.6	67	0.1	1	0.00038	229	61592.745774139425
O60391	GRIN3B	False	5	1.293383	0.803624	26	3.0	3	0.115385	0	0.0	23	563.1726817599
Q8TCU5	GRIN3A	False	5	1.293383	0.803624	8	4.0	4	0.5	0	0.0	4	119.11260957327018
Q96PC5	MIA2	False	8	1.293011	0.621807	20	1.75	3	0.0875	8	9e-05	16	14838.302293250385
P20309	CHRM3	False	11	1.292882	0.539173	75	2.5455	14	0.033939	33	2e-05	56	3500.4801775693645
P14061	HSD17B1	False	7	1.292423	0.664174	17	1.1429	4	0.067227	11	0.0	12	462.5240843416185
Q9HC35	EML4	False	10	1.292271	0.561226	142	23.3	53	0.164085	26	1e-05	69	2260.9038822551333
Q9H814	PHAX	False	6	1.291912	0.72103	166	18.5	35	0.111446	9	2e-05	108	2841.0377678079667
Q14542	SLC29A2	False	6	1.291103	0.720578	47	0.5	2	0.010638	8	2e-05	45	3349.4789863857254
P13164	IFITM1	False	6	1.291102	0.720578	354	24.8333	80	0.070151	6	0.00015	274	24607.4350362638
O14979	HNRNPDL	False	6	1.290251	0.720103	388	24.5	86	0.063144	0	0.00015	302	24868.05410784233
P13796	LCP1	False	6	1.290251	0.720103	101	6.8333	23	0.067657	0	3e-05	78	4869.401148286949
Q53EL6	PDCD4	False	6	1.290251	0.720103	176	18.0	58	0.102273	0	2e-05	118	3374.4335816208595
Q9H3K6	BOLA2	False	6	1.290251	0.720103	128	8.3333	31	0.065104	0	4e-05	97	6519.717512262774
Q9UIM3	FKBPL	False	5	1.290104	0.801586	30	7.6	9	0.253334	0	0.0	21	365.3765703443167
P28300	LOX	False	5	1.289954	0.801493	35	0.4	1	0.011428	3	1e-05	34	823.8101181267668
P58215	LOXL3	False	5	1.289954	0.801493	23	0.6	2	0.026087	3	0.0	21	196.10256468968126
Q08397	LOXL1	False	5	1.289954	0.801493	16	1.0	3	0.0625	3	0.0	13	709.079189203973
Q96JB6	LOXL4	False	5	1.289954	0.801493	96	0.0	0	0.0	3	2e-05	96	2541.831921581465
Q9Y4K0	LOXL2	False	5	1.289954	0.801493	401	2.6	10	0.006484	3	0.00019	391	30977.173175608765
Q8N392	ARHGAP18	False	6	1.289876	0.719894	107	11.1667	28	0.104362	1	4e-05	79	6069.1685920716345
Q8N5G2	MACO1	False	6	1.289876	0.719894	199	18.8333	45	0.09464	1	0.00015	154	23811.50052800859
P53396	ACLY	False	8	1.289443	0.620091	345	33.375	110	0.096739	18	0.0001	204	16988.414508208796
O00541	PES1	False	4	1.289151	0.929926	259	36.25	51	0.139961	0	4e-05	208	6243.8892709108995
O14730	RIOK3	False	4	1.289151	0.929926	85	31.5	36	0.370588	0	1e-05	49	1712.58390644671
P56182	RRP1	False	4	1.289151	0.929926	155	10.25	16	0.066129	0	4e-05	139	6990.003179215916
Q13895	BYSL	False	4	1.289151	0.929926	357	59.0	76	0.165266	0	0.00025	281	40333.77177929849
Q14137	BOP1	False	4	1.289151	0.929926	194	31.0	38	0.159794	0	4e-05	156	6259.261333220476
Q2NL82	TSR1	False	4	1.289151	0.929926	322	59.5	78	0.184783	0	5e-05	244	7758.287735632579
Q5SY16	NOL9	False	4	1.289151	0.929926	137	14.5	19	0.10584	0	1e-05	118	1782.679188369603
Q8IV48	ERI1	False	4	1.289151	0.929926	33	5.0	8	0.151515	0	0.0	25	164.27287554320247
Q8IY81	FTSJ3	False	4	1.289151	0.929926	405	71.5	101	0.176543	0	7e-05	304	12221.904680532001
Q96GA3	LTV1	False	4	1.289151	0.929926	200	41.75	56	0.20875	0	3e-05	144	5430.553670488524
Q99848	EBNA1BP2	False	4	1.289151	0.929926	323	58.25	81	0.180341	0	0.00018	242	29166.213405923096
Q9BRS2	RIOK1	False	4	1.289151	0.929926	533	119.25	193	0.223734	0	0.00016	340	25811.773208913793
Q9BV38	WDR18	False	4	1.289151	0.929926	125	14.25	27	0.114	0	1e-05	98	1106.5710852258387
Q9BVP2	GNL3	False	4	1.289151	0.929926	342	49.5	74	0.144737	0	4e-05	268	7050.872712648121
Q9BVS4	RIOK2	False	4	1.289151	0.929926	126	14.5	22	0.115079	0	0.00014	104	22971.647509813036
Q9GZL7	WDR12	False	4	1.289151	0.929926	139	15.0	21	0.107914	0	4e-05	118	7145.949455506055
Q9H4L4	SENP3	False	4	1.289151	0.929926	305	26.25	39	0.086066	0	9e-05	266	13907.297228597246
Q9H9L3	ISG20L2	False	4	1.289151	0.929926	45	6.75	9	0.15	0	1e-05	36	896.5554840505986
Q9NW13	RBM28	False	4	1.289151	0.929926	357	54.75	78	0.153361	0	9e-05	279	14346.665990709884
Q9NXF1	TEX10	False	4	1.289151	0.929926	181	23.75	32	0.131215	0	5e-05	149	8946.79120112564
Q9UGY1	NOL12	False	4	1.289151	0.929926	148	30.25	41	0.204392	0	1e-05	107	1814.3829880285984
Q9ULX3	NOB1	False	4	1.289151	0.929926	112	20.0	26	0.178571	0	2e-05	86	2533.7699278965406
Q9Y221	NIP7	False	4	1.289151	0.929926	169	31.25	45	0.184911	0	1e-05	124	2231.329292268097
Q9Y4W2	LAS1L	False	4	1.289151	0.929926	181	19.25	32	0.106354	0	2e-05	149	2631.721027119645
P31948	STIP1	False	8	1.288911	0.619835	1018	116.875	254	0.114808	15	0.00083	652	135330.9875332356
Q7LG56	RRM2B	False	8	1.288456	0.619616	50	6.5	12	0.13	15	0.0	35	578.2619377289346
P14136	GFAP	False	6	1.287498	0.718566	219	13.8333	49	0.063166	8	0.00023	167	37156.948843851605
P21964	COMT	False	12	1.286778	0.517838	174	11.8333	42	0.068008	46	0.00038	101	62496.36344775751
P49682	CXCR3	False	11	1.286726	0.536607	11	3.9091	6	0.355372	32	0.0	5	489.46923601264564
Q8N884	CGAS	False	10	1.286522	0.558729	335	27.7	65	0.082686	24	0.00019	235	31717.809868123466
Q05329	GAD2	False	8	1.286485	0.618668	47	2.5	4	0.053191	16	1e-05	43	1337.2073235863804
Q99259	GAD1	False	8	1.286485	0.618668	27	3.5	8	0.12963	16	1e-05	19	1126.9594411776318
O15409	FOXP2	False	9	1.285967	0.585269	78	4.4444	5	0.05698	0	1e-05	73	2235.362436163156
Q13886	KLF9	False	9	1.285967	0.585269	93	2.0	2	0.021505	0	1e-05	91	1108.0373919971112
Q9P0K8	FOXJ2	False	9	1.285967	0.585269	80	2.6667	3	0.033333	0	1e-05	77	2220.5869797630216
Q9NZ52	GGA3	False	10	1.285928	0.558471	110	16.9	41	0.153636	32	5e-05	45	7514.662932018246
Q9UHY1	NRBP1	False	9	1.285712	0.585153	131	19.3333	40	0.147583	20	8e-05	89	12359.244597999126
Q6VY07	PACS1	False	8	1.285634	0.618259	47	6.0	20	0.12766	0	1e-05	27	2347.4511969081
P13349	MYF5	False	6	1.285268	0.717322	30	2.8333	7	0.094444	8	1e-05	20	1970.297362589652
P23409	MYF6	False	6	1.285268	0.717322	15	4.1667	7	0.277778	8	0.0	8	117.38565367565536
P00709	LALBA	False	7	1.283956	0.659823	5	0.7143	2	0.142857	10	0.0	1	13.974254457885637
P07510	CHRNG	False	6	1.281813	0.715394	23	1.0	1	0.043478	1	0.0	22	515.6538099486305
Q04844	CHRNE	False	6	1.281813	0.715394	29	1.0	1	0.034483	1	0.0	28	278.8443668276508
Q07001	CHRND	False	6	1.281813	0.715394	67	2.0	2	0.029851	1	1e-05	65	1639.4956609896976
P08574	CYC1	False	6	1.280849	0.714855	243	34.0	82	0.139918	8	5e-05	156	8482.17662813618
Q9Y276	BCS1L	False	6	1.280849	0.714855	120	8.6667	19	0.072222	8	3e-05	98	5267.2607350167345
Q7RTS3	PTF1A	False	5	1.279499	0.794997	13	1.6	5	0.123077	3	0.0	8	112.68441471370764
P18510	IL1RN	False	6	1.278815	0.71372	45	5.0	11	0.111111	2	0.0	34	811.613744469521
P27930	IL1R2	False	6	1.278815	0.71372	59	3.6667	8	0.062146	2	1e-05	51	1321.6886823931738
Q16280	CNGA2	False	7	1.278763	0.657154	1	0.0	0	0.0	10	0.0	1	0.0
Q8IV77	CNGA4	False	7	1.278763	0.657154	39	1.4286	2	0.03663	10	0.0	35	480.07724555662
Q14012	CAMK1	False	6	1.278449	0.713516	83	2.3333	3	0.028113	1	3e-05	80	5520.575971805921
Q6NYC1	JMJD6	False	7	1.277497	0.656504	197	10.2857	30	0.052212	12	6e-05	158	10208.990468733391
Q8IUF8	RIOX2	False	7	1.277497	0.656504	97	9.2857	35	0.095729	12	3e-05	62	5323.296360216569
P34969	HTR7	False	10	1.276534	0.554392	6	0.6	2	0.1	22	0.0	4	24.37525966462374
P31939	ATIC	False	8	1.27608	0.613665	165	14.25	51	0.086364	16	4e-05	91	6028.117811580819
Q9GZZ9	UBA5	False	9	1.275697	0.580595	119	13.5556	29	0.113912	20	3e-05	77	4355.218192925253
Q15208	STK38	False	7	1.275112	0.655278	175	16.5714	69	0.094694	1	3e-05	106	4969.517674620026
O95400	CD2BP2	False	5	1.27465	0.791984	241	74.0	100	0.307054	0	6e-05	141	10062.601634886238
Q12926	ELAVL2	False	5	1.27465	0.791984	173	30.6	42	0.176879	0	3e-05	131	5671.997735641229
Q13151	HNRNPA0	False	5	1.27465	0.791984	289	70.8	106	0.244983	0	0.00013	183	21646.34619950369
Q8IXY8	PPIL6	False	5	1.27465	0.791984	6	1.2	2	0.2	0	0.0	4	64.79095078692426
Q9BUJ2	HNRNPUL1	False	5	1.27465	0.791984	365	68.6	107	0.187945	0	0.00014	258	22671.899765578724
Q9Y679	AUP1	False	5	1.27465	0.791984	262	25.6	58	0.09771	0	0.00013	204	20549.882179247095
P00751	CFB	False	5	1.274649	0.791984	42	5.4	15	0.128571	1	1e-05	27	931.1288304571665
P06681	C2	False	5	1.274649	0.791984	12	1.6	3	0.133333	1	0.0	9	101.24310529449288
Q9UJY4	GGA2	False	6	1.274578	0.711356	85	14.1667	27	0.166667	8	3e-05	51	4936.610405421674
Q9UJY5	GGA1	False	6	1.274578	0.711356	121	20.6667	36	0.170799	8	6e-05	70	8979.495438618815
P36544	CHRNA7	False	6	1.273637	0.71083	27	0.5	1	0.018518	0	0.0	26	567.2701523519647
O75897	SULT1C4	False	6	1.273226	0.710601	107	2.3333	11	0.021807	8	2e-05	96	2967.624647677021
P49888	SULT1E1	False	6	1.273226	0.710601	15	1.3333	5	0.088889	8	0.0	10	127.89169669808179
P50225	SULT1A1	False	6	1.273226	0.710601	65	3.8333	10	0.058974	8	1e-05	55	2239.805211009853
Q6NZY4	ZCCHC8	False	6	1.272536	0.710216	154	23.6667	52	0.15368	8	2e-05	69	2782.1545035454483
O95755	RAB36	False	7	1.272431	0.6539	2	0.0	0	0.0	12	0.0	2	1.1921347456651992
Q15771	RAB30	False	7	1.272431	0.6539	35	7.8571	15	0.22449	12	1e-05	20	1195.453559138113
Q5JT25	RAB41	False	7	1.272431	0.6539	7	1.1429	2	0.163265	12	0.0	5	26.032184695621872
O95838	GLP2R	False	7	1.272082	0.653721	1	0.0	0	0.0	6	0.0	1	0.0
P01282	VIP	False	7	1.272082	0.653721	16	0.7143	2	0.044643	6	0.0	14	485.21337403843603
P01286	GHRH	False	7	1.272082	0.653721	3	1.0	1	0.333333	6	0.0	2	338.76358355605873
P09683	SCT	False	7	1.272082	0.653721	6	2.1429	3	0.357143	6	0.0	3	219.20832960023495
P32241	VIPR1	False	7	1.272082	0.653721	192	4.7143	19	0.024553	6	7e-05	173	10685.382246476327
P41587	VIPR2	False	7	1.272082	0.653721	191	4.5714	18	0.023934	6	9e-05	173	15448.665934369696
P47872	SCTR	False	7	1.272082	0.653721	6	2.2857	4	0.380952	6	0.0	2	49.442707806943886
P48546	GIPR	False	7	1.272082	0.653721	2	1.0	1	0.5	6	0.0	1	10.789281524883297
Q02643	GHRHR	False	7	1.272082	0.653721	2	1.1429	2	0.571429	6	0.0	0	8.865785740811148
A2RRD8	ZNF320	False	6	1.271511	0.709644	27	3.8333	7	0.141975	6	0.0	20	300.73109810371915
O43296	ZNF264	False	6	1.271511	0.709644	40	3.1667	5	0.079167	6	1e-05	35	1399.2991196022535
O60765	ZNF354A	False	6	1.271511	0.709644	39	5.3333	9	0.136752	6	0.0	30	89.72126257938375
O75467	ZNF324	False	6	1.271511	0.709644	46	8.6667	15	0.188406	6	1e-05	31	1238.5522766487902
P17019	ZNF708	False	6	1.271511	0.709644	18	2.8333	5	0.157408	6	1e-05	13	933.2340153265161
P17035	ZNF28	False	6	1.271511	0.709644	8	1.5	2	0.1875	6	0.0	6	13.901284737146975
P17039	ZNF30	False	6	1.271511	0.709644	7	1.5	2	0.214286	6	0.0	5	18.023783978138066
P52737	ZNF136	False	6	1.271511	0.709644	37	5.0	7	0.135135	6	0.0	30	703.4002331401923
Q06730	ZNF33A	False	6	1.271511	0.709644	10	2.5	4	0.25	6	0.0	6	64.5462026427127
Q14593	ZNF273	False	6	1.271511	0.709644	20	2.5	3	0.125	6	6e-05	17	9144.099867396942
Q15928	ZNF141	False	6	1.271511	0.709644	3	0.6667	2	0.222222	6	0.0	1	0.0
Q6IV72	ZNF425	False	6	1.271511	0.709644	1	0.0	0	0.0	6	0.0	1	0.0
Q8IVP9	ZNF547	False	6	1.271511	0.709644	16	1.8333	4	0.114583	6	0.0	12	74.32118329062268
Q8N9F8	ZNF454	False	6	1.271511	0.709644	4	0.0	0	0.0	6	0.0	4	0.14033518932558053
Q8N9Z0	ZNF610	False	6	1.271511	0.709644	7	0.5	1	0.071428	6	0.0	6	9.753716503131928
Q8NEM1	ZNF680	False	6	1.271511	0.709644	5	2.6667	4	0.533333	6	0.0	1	1.381191948705657
Q8TB69	ZNF519	False	6	1.271511	0.709644	2	0.3333	1	0.166667	6	2e-05	1	3116.028912329744
Q8TF45	ZNF418	False	6	1.271511	0.709644	23	3.3333	6	0.144928	6	1e-05	17	976.7193263040298
Q96BR6	ZNF669	False	6	1.271511	0.709644	51	1.8333	3	0.035948	6	1e-05	48	1290.223190987724
Q96MU6	ZNF778	False	6	1.271511	0.709644	10	1.0	1	0.1	6	0.0	9	103.77599667522442
Q96PQ6	ZNF317	False	6	1.271511	0.709644	65	3.5	7	0.053846	6	2e-05	58	3390.012620167159
Q96SR6	ZNF382	False	6	1.271511	0.709644	7	1.1667	2	0.166667	6	0.0	5	7.421035737660387
Q9BS31	ZNF649	False	6	1.271511	0.709644	14	4.8333	8	0.345238	6	0.0	6	36.65103234478965
Q9NQX6	ZNF331	False	6	1.271511	0.709644	63	5.0	9	0.079365	6	1e-05	54	1315.297765170579
Q9NZL3	ZNF224	False	6	1.271511	0.709644	19	2.8333	5	0.149123	6	0.0	14	760.3372960371194
Q9Y2Q1	ZNF257	False	6	1.271511	0.709644	6	2.8333	4	0.472222	6	0.0	2	129.71460560893001
Q5D1E8	ZC3H12A	False	6	1.271509	0.709643	42	1.5	2	0.035714	0	2e-05	40	3659.4695331468893
Q9H159	CDH19	False	6	1.271509	0.709643	29	1.6667	2	0.057472	0	0.0	27	144.6158456613552
Q9Y694	SLC22A7	False	5	1.271426	0.789981	15	0.4	2	0.026667	6	0.0	13	20.411400148257613
Q96S37	SLC22A12	False	6	1.271176	0.709457	11	0.3333	2	0.030303	9	0.0	9	10.784492706424658
A4D1P6	WDR91	False	5	1.271016	0.789727	35	7.8	15	0.222857	0	2e-05	20	3030.31032300356
Q562E7	WDR81	False	5	1.271016	0.789727	38	7.0	12	0.184211	0	0.0	26	796.2814078187704
Q6XZF7	DNMBP	False	5	1.271016	0.789727	113	26.8	54	0.237168	0	2e-05	59	3480.133777960884
Q8TBC3	SHKBP1	False	5	1.271016	0.789727	109	16.0	34	0.146789	0	3e-05	75	4585.493251656136
Q96PX9	PLEKHG4B	False	5	1.271016	0.789727	28	8.8	11	0.314286	0	0.0	17	201.27647938499376
Q9NRR3	CDC42SE2	False	5	1.271016	0.789727	24	6.0	10	0.25	0	0.0	14	629.139404536236
Q9Y597	KCTD3	False	5	1.271016	0.789727	164	23.0	50	0.140244	0	4e-05	114	7138.025176445665
O15212	PFDN6	False	5	1.270815	0.789602	166	22.0	52	0.13253	0	5e-05	114	7676.547167066111
O60925	PFDN1	False	5	1.270815	0.789602	179	23.4	52	0.130726	0	9e-05	127	14963.89639933327
P61758	VBP1	False	5	1.270815	0.789602	202	28.6	71	0.141584	0	7e-05	131	11472.031507694292
Q99471	PFDN5	False	5	1.270815	0.789602	302	31.8	83	0.105298	0	0.00037	219	60256.193470458515
Q9NQP4	PFDN4	False	5	1.270815	0.789602	124	19.6	42	0.158065	0	3e-05	82	4596.819349966685
Q9UHV9	PFDN2	False	5	1.270815	0.789602	250	27.0	69	0.108	0	0.0001	181	16885.18191409362
Q13253	NOG	False	6	1.270294	0.708964	41	1.5	5	0.036585	9	0.0	33	741.0972261206535
Q16555	DPYSL2	False	7	1.26937	0.652327	223	16.8571	52	0.075593	4	9e-05	171	14177.109857728743
O14904	WNT9A	False	8	1.269252	0.610381	2	0.0	0	0.0	14	0.0	2	0.4699668983379341
