uniprot_id	gene_name	is_paralog	n_pathways	shannon_H	shannon_H_norm	global_degree	mean_local_degree	max_local_degree	mean_ratio	bridge_score	betweenness	cross_ppi_count	betweenness_raw	cluster	taxonomy	umap_x	umap_y
P34982	OR1D2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5227	0.2919
P47881	OR3A1	False	3	1.080496	0.98351	4	0.0	0	0.0	0	0.0	4	22.400411632863555	4	specialist	-0.1603	-3.0646
P47887	OR1E2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5419	0.3072
P47890	OR1G1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5044	0.2729
P47893	OR3A2	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	0.0	1	pathway_bridge	-3.4916	-10.4109
P58180	OR4D2	False	3	1.080496	0.98351	4	1.0	1	0.25	0	0.00011	3	18056.906732555693	4	specialist	2.5407	-1.0936
P59025	RTP1	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	7.056218180463306	1	pathway_bridge	-3.5073	-10.427
Q15617	OR8G1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.518	0.2819
Q15619	OR1C1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5184	0.2798
Q15620	OR8B8	False	3	1.080496	0.98351	3	0.0	0	0.0	0	0.0	3	0.08698363443310253	2	structural_hub	-0.5421	-5.8215
Q15622	OR7A5	False	3	1.080496	0.98351	6	0.0	0	0.0	0	0.0	6	178.83817253741285	4	specialist	0.8757	-2.6461
Q5QGT7	RTP2	False	3	1.080496	0.98351	88	0.6667	2	0.007576	0	4e-05	86	6434.24869705548	4	specialist	7.288	4.2862
Q5TZ20	OR2G6	False	3	1.080496	0.98351	16	0.3333	1	0.020833	0	0.0	15	116.2163403770987	4	specialist	1.3254	-2.3936
Q6IEU7	OR5M10	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5028	0.2751
Q6IEY1	OR4F3;	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5267	0.2655
Q6IEZ7	OR2T5	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5291	0.292
Q6IF00	OR2T2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5347	0.3104
Q6IF42	OR2A2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5231	0.2681
Q6IF63	OR52W1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5188	0.2895
Q6IFN5	OR7E24	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5228	0.2939
Q7Z3T1	OR2W3	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	0.42635333715719864	1	pathway_bridge	-3.4923	-10.4116
Q8IXE1	OR4N5	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4932	0.2608
Q8N0Y3	OR4N4	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5346	0.2951
Q8N127	OR5AS1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5019	0.2728
Q8N162	OR8H2	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	0.7903383415019474	1	pathway_bridge	-3.4923	-10.4115
Q8N349	OR2L13	False	3	1.080496	0.98351	6	0.0	0	0.0	0	0.0	6	102.8490777491675	4	specialist	0.8739	-2.6468
Q8NG75	OR5T1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5024	0.2754
Q8NG76	OR2T33	False	3	1.080496	0.98351	2	1.0	1	0.5	0	0.00011	1	18055.0	4	specialist	1.1868	-0.3976
Q8NG77	OR2T12	False	3	1.080496	0.98351	1	1.0	1	1.0	0	0.0	0	0.0	4	specialist	3.7461	-5.7805
Q8NG78	OR8G5	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5271	0.2974
Q8NG81	OR2M7	False	3	1.080496	0.98351	21	0.0	0	0.0	0	0.0	21	150.160981613159	4	specialist	3.9645	-0.816
Q8NG95	OR7G3	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5069	0.2741
Q8NG98	OR7D4	False	3	1.080496	0.98351	3	0.0	0	0.0	0	0.0	3	11.52683534120627	2	structural_hub	-0.5421	-5.8215
Q8NGA0	OR7G1	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	0.0	1	pathway_bridge	-3.4923	-10.4115
Q8NGA1	OR1M1	False	3	1.080496	0.98351	25	0.3333	1	0.013333	0	0.0	24	172.40247301600658	4	specialist	3.9748	-0.8157
Q8NGC1	OR11G2	False	3	1.080496	0.98351	4	0.0	0	0.0	0	0.0	4	8.540431927168193	4	specialist	-0.139	-3.0429
Q8NGC4	OR10G3	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5283	0.2913
Q8NGC6	OR4K17	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	0.1612868644521259	1	pathway_bridge	-3.4923	-10.4115
Q8NGD0	OR4M1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5327	0.2956
Q8NGD1	OR4N2	False	3	1.080496	0.98351	28	0.0	0	0.0	0	0.0	28	635.5126751695489	4	specialist	4.0365	-0.7557
Q8NGE1	OR6C4	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5046	0.2714
Q8NGE7	OR9K2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5239	0.2975
Q8NGE9	OR9Q2	False	3	1.080496	0.98351	4	0.3333	1	0.083333	0	0.0	3	0.23276970735442853	4	specialist	3.7093	-1.6444
Q8NGF8	OR4B1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4951	0.2672
Q8NGF9	OR4X2	False	3	1.080496	0.98351	4	0.0	0	0.0	0	0.0	4	28.06027959348524	4	specialist	-0.1391	-3.0449
Q8NGG8	OR8B3	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5266	0.2923
Q8NGH5	OR56A1	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	1.1220015995881774	1	pathway_bridge	-3.4879	-10.4068
Q8NGH7	OR52L1	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	52.31766547210721	1	pathway_bridge	-3.4869	-10.4061
Q8NGI2	OR52N4	False	3	1.080496	0.98351	3	0.3333	1	0.111111	0	0.0	2	6.085631492841794	4	specialist	3.7018	-1.7103
Q8NGI7	OR10V1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5205	0.2878
Q8NGI9	OR5A2	False	3	1.080496	0.98351	3	0.0	0	0.0	0	0.0	3	0.0	2	structural_hub	-0.5421	-5.8216
Q8NGJ1	OR4D6	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	7.440406723921668	1	pathway_bridge	-3.49	-10.4092
Q8NGJ4	OR52E2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4836	0.3041
Q8NGJ5	OR51L1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5167	0.2909
Q8NGJ6	OR51A4	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4704	0.2323
Q8NGJ7	OR51A2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5383	0.3125
Q8NGK3	OR52K2	False	3	1.080496	0.98351	3	0.3333	1	0.111111	0	0.0	2	2.391829576042798	4	specialist	3.7014	-1.7063
Q8NGK6	OR52I1	False	3	1.080496	0.98351	4	0.0	0	0.0	0	0.0	4	4.978994583529103	4	specialist	-0.1404	-3.0437
Q8NGL2	OR5L1	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	0.21488284238937558	1	pathway_bridge	-3.4901	-10.4093
Q8NGL6	OR4A15	False	3	1.080496	0.98351	1	1.0	1	1.0	0	0.0	0	0.0	4	specialist	3.746	-5.7806
Q8NGM1	OR4C15	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4978	0.2737
Q8NGM8	OR6M1	False	3	1.080496	0.98351	6	0.0	0	0.0	0	0.0	6	60.33953064904199	4	specialist	0.8385	-2.6798
Q8NGM9	OR8D4	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5018	0.2805
Q8NGN1	OR6T1	False	3	1.080496	0.98351	40	0.0	0	0.0	0	1e-05	40	922.8533581910758	4	specialist	4.0777	-0.6998
Q8NGN2	OR10S1	False	3	1.080496	0.98351	7	0.0	0	0.0	0	0.0	7	13.403008082670173	4	specialist	0.905	-2.6418
Q8NGN3	OR10G4	False	3	1.080496	0.98351	7	0.0	0	0.0	0	0.0	7	5.361529745628225	4	specialist	0.9122	-2.6361
Q8NGN4	OR10G9	False	3	1.080496	0.98351	5	0.0	0	0.0	0	0.0	5	2.114954814313915	4	specialist	0.5247	-2.7692
Q8NGN5	OR10G8	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5363	0.3174
Q8NGN6	OR10G7	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4585	0.2375
Q8NGP0	OR4C13	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5171	0.284
Q8NGP4	OR5M3	False	3	1.080496	0.98351	3	0.0	0	0.0	0	0.0	3	1.3764306317665467	2	structural_hub	-0.5423	-5.8217
Q8NGP6	OR5M8	False	3	1.080496	0.98351	4	0.0	0	0.0	0	0.0	4	7.081301491545537	4	specialist	-0.1394	-3.0436
Q8NGP9	OR5AR1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5004	0.2655
Q8NGR1	OR13A1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4884	0.2861
Q8NGR4	OR5C1	False	3	1.080496	0.98351	5	1.0	1	0.2	0	0.0	4	60.24130491860554	4	specialist	12.3656	-4.4719
Q8NGS0	OR1N1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5042	0.2795
Q8NGS5	OR13C4	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5165	0.2915
Q8NGS6	OR13C3	False	3	1.080496	0.98351	34	0.6667	2	0.019608	0	0.0	32	626.6380166518265	4	specialist	4.0254	-0.7621
Q8NGS7	OR13C8	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4881	0.266
Q8NGS8	OR13C5	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	0.29820710065739664	1	pathway_bridge	-3.4902	-10.4094
Q8NGT1	OR2K2	False	3	1.080496	0.98351	6	0.0	0	0.0	0	0.0	6	37.69091405242949	4	specialist	0.8646	-2.6535
Q8NGT2	OR13J1	False	3	1.080496	0.98351	8	0.0	0	0.0	0	0.0	8	13.24768769230468	4	specialist	1.0079	-2.587
Q8NGU2	OR9A4	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4934	0.2725
Q8NGV5	OR13D1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5211	0.2966
Q8NGW1	OR6B3	False	3	1.080496	0.98351	3	0.0	0	0.0	0	0.0	3	38.242780340422094	2	structural_hub	-0.5423	-5.8218
Q8NGX2	OR2T35	False	3	1.080496	0.98351	3	0.0	0	0.0	0	0.0	3	1.0564611385090883	2	structural_hub	-0.5431	-5.8231
Q8NGX5	OR10K1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5466	0.3334
Q8NGY3	OR6K3	False	3	1.080496	0.98351	4	0.0	0	0.0	0	0.0	4	0.0	4	specialist	-0.1387	-3.0438
Q8NGY5	OR6N1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5083	0.2734
Q8NGZ3	OR13G1	False	3	1.080496	0.98351	22	0.0	0	0.0	0	0.0	22	266.1723858644871	4	specialist	3.9688	-0.8258
Q8NGZ4	OR2G3	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.519	0.2987
Q8NGZ9	OR2T10	False	3	1.080496	0.98351	3	0.0	0	0.0	0	0.0	3	0.6634846657743494	2	structural_hub	-0.5425	-5.822
Q8NH01	OR2T11	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4847	0.2546
Q8NH02	OR2T29	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4955	0.2741
Q8NH04	OR2T27	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5176	0.2929
Q8NH05	OR4Q3	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	2.6810446237182104	1	pathway_bridge	-3.4904	-10.4096
Q8NH19	OR10AG1	False	3	1.080496	0.98351	5	0.0	0	0.0	0	0.0	5	1.602291924030462	4	specialist	0.5282	-2.7688
Q8NH40	OR6S1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4983	0.2982
Q8NH41	OR4K15	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5004	0.269
Q8NH42	OR4K13	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5168	0.301
Q8NH43	OR4L1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4689	0.246
Q8NH48	OR5B3	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4935	0.2556
Q8NH49	OR4X1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4674	0.2474
Q8NH53	OR52N1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5055	0.2702
Q8NH54	OR56A3	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5343	0.3141
Q8NH56	OR52N5	False	3	1.080496	0.98351	4	0.0	0	0.0	0	0.0	4	18.515862890745257	4	specialist	-0.1389	-3.044
Q8NH61	OR51F2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5281	0.2862
Q8NH70	OR4A16	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5258	0.2843
Q8NH72	OR4C6	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5165	0.2997
Q8NH73	OR4S2	False	3	1.080496	0.98351	3	0.0	0	0.0	0	0.0	3	0.27171045858342313	2	structural_hub	-0.5425	-5.822
Q8NH76	OR56B4	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4971	0.2707
Q8NH79	OR6X1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4969	0.2757
Q8NH87	OR9G1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5662	0.2704
Q8NH93	OR1L3	False	3	1.080496	0.98351	3	0.0	0	0.0	0	0.0	3	28.30681763396119	2	structural_hub	-0.5425	-5.8221
Q8NHA4	OR2AE1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5176	0.2962
Q8NHB8	OR5K2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4956	0.2661
Q8NHC4	OR10J5	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5051	0.2694
Q8NHC7	OR14C36	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.502	0.2702
Q8NHC8	OR2T6	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5258	0.2844
Q8TCB6	OR51E1	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	2.714262643621447	1	pathway_bridge	-3.5151	-10.4394
Q96R09	OR5B2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4191	0.2102
Q96RA2	OR7D2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5515	0.3314
Q96RB7	OR5M11	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	0.0	1	pathway_bridge	-3.4955	-10.4161
Q96RC9	OR8B4	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4555	0.2464
Q96RD0	OR8B2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.512	0.2673
Q96RD1	OR6C1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5471	0.3242
Q96RD2	OR52B2	False	3	1.080496	0.98351	18	1.0	1	0.055556	0	0.0	17	411.2843198562361	4	specialist	3.8009	-1.0926
Q96RD3	OR52E6	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4834	0.3095
Q9GZK4	OR2H1	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	0.6560480901470717	1	pathway_bridge	-3.4925	-10.4121
Q9GZK7	OR11A1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5512	0.3343
Q9GZM6	OR8D2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4791	0.2524
Q9H207	OR10A5	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5253	0.2848
Q9H209	OR10A4	False	3	1.080496	0.98351	5	0.3333	1	0.066667	0	0.0	4	52.49406725812332	4	specialist	3.7025	-1.6545
Q9H255	OR51E2	False	3	1.080496	0.98351	10	0.0	0	0.0	0	0.0	10	106.09186929923092	4	specialist	1.0189	-2.5898
Q9H2C8	OR51V1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5632	0.3232
Q9H339	OR51B5	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.512	0.2777
Q9H341	OR51M1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4468	0.2259
Q9H902	REEP1	False	3	1.080496	0.98351	28	0.0	0	0.0	0	0.0	28	628.0358568322928	4	specialist	4.0612	-0.7784
Q9NQN1	OR2S2	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	0.6262783843285789	1	pathway_bridge	-3.4704	-10.39
Q9NZP0	OR6C3	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5472	0.3262
Q9NZP5	OR5AC2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.4731	0.2519
Q9P1Q5	OR1A1	False	3	1.080496	0.98351	2	0.0	0	0.0	0	0.0	2	1.8273211752981038	1	pathway_bridge	-3.4919	-10.4115
Q9UGF5	OR14J1	False	3	1.080496	0.98351	3	0.0	0	0.0	0	0.0	3	7.091838522646236	2	structural_hub	-0.5426	-5.8223
Q9UGF7	OR12D3	False	3	1.080496	0.98351	3	0.0	0	0.0	0	0.0	3	6.094260714431345	2	structural_hub	-0.5428	-5.8222
Q9Y3N9	OR2W1	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5318	0.2789
Q9Y4A9	OR10H1	False	3	1.080496	0.98351	47	1.6667	4	0.035461	0	1e-05	43	1675.8645273768916	4	specialist	4.0909	-0.6647
Q9Y585	OR1A2	False	3	1.080496	0.98351	3	0.0	0	0.0	0	0.0	3	2.6630907829821866	2	structural_hub	-0.5428	-5.8224
Q9Y5P0	OR51B4	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5427	0.2601
Q9Y5P1	OR51B2	False	3	1.080496	0.98351	1	0.0	0	0.0	0	0.0	1	0.0	3	functional_connector	-10.5046	0.2619
Q6DHV7	MAPDA	False	5	1.079182	0.670533	7	0.2	1	0.028571	4	0.0	6	17.842918357394375	1	pathway_bridge	7.4094	-0.6765
Q8IVP5	FUNDC1	False	5	1.079018	0.670431	33	5.0	7	0.151515	0	0.0	26	285.85105197369916	0	background	4.3939	2.7959
Q6PID8	KLHDC10	False	4	1.078275	0.777811	54	5.75	14	0.106482	0	2e-05	40	3757.7360708688934	4	specialist	6.0342	3.3416
Q9BQ70	TCF25	False	4	1.078275	0.777811	96	7.25	24	0.075521	0	2e-05	72	2819.1067139728284	4	specialist	6.4093	4.1449
Q9H8Y5	ANKZF1	False	4	1.078275	0.777811	41	17.5	22	0.426829	0	0.0	19	716.6169687027527	4	specialist	1.6145	0.9206
Q12866	MERTK	False	7	1.078127	0.554047	120	13.2857	30	0.110714	10	1e-05	87	1293.2432957464662	1	pathway_bridge	8.1326	2.1353
Q13433	SLC39A6	False	5	1.076614	0.668938	136	3.6	7	0.026471	0	4e-05	129	5761.056830982973	4	specialist	6.4614	5.4147
Q15043	SLC39A14	False	5	1.076614	0.668938	327	4.8	19	0.014679	0	0.00025	308	40598.19187757811	2	structural_hub	9.9024	7.8352
Q6ZMH5	SLC39A5	False	5	1.076614	0.668938	116	4.8	10	0.041379	0	3e-05	106	5544.611381769446	0	background	6.0648	5.0921
Q92504	SLC39A7	False	5	1.076614	0.668938	335	3.8	16	0.011343	0	0.00036	319	58232.04565572777	2	structural_hub	10.794	8.8387
Q9BRY0	SLC39A3	False	5	1.076614	0.668938	96	0.2	1	0.002083	0	1e-05	95	2309.3260078859257	0	background	5.7488	4.5629
Q9C0K1	SLC39A8	False	5	1.076614	0.668938	139	2.8	10	0.020144	0	6e-05	129	9859.507473972792	4	specialist	6.7155	5.6121
Q9NP94	SLC39A2	False	5	1.076614	0.668938	94	3.6	11	0.038298	0	3e-05	83	5101.801477040663	0	background	5.88	4.9867
Q9NY26	SLC39A1	False	5	1.076614	0.668938	65	0.6	2	0.009231	0	2e-05	63	2913.8153265065	0	background	5.6976	4.4159
Q9ULF5	SLC39A10	False	5	1.076614	0.668938	223	3.6	9	0.016144	0	0.00013	214	21696.292801332474	2	structural_hub	8.2177	6.7003
O14862	AIM2	False	5	1.075082	0.667986	110	7.2	22	0.065455	2	1e-05	88	2422.3206366988243	0	background	5.9155	4.6673
P10646	TFPI	False	4	1.074853	0.775343	24	3.0	7	0.125	1	0.0	17	368.5534402362875	4	specialist	4.7788	1.986
P20585	MSH3	False	5	1.074657	0.667722	98	18.8	37	0.191837	6	3e-05	54	4778.116931436738	1	pathway_bridge	9.1896	1.8982
P52701	MSH6	False	5	1.074657	0.667722	269	36.4	89	0.135316	6	6e-05	161	10106.869364216667	1	pathway_bridge	9.1482	4.3504
P55283	CDH4	False	6	1.074581	0.599735	11	2.3333	4	0.212121	8	0.0	7	53.092886603174634	1	pathway_bridge	9.6324	-1.4182
P55291	CDH15	False	6	1.074581	0.599735	14	0.6667	2	0.047619	8	0.0	12	266.8268297359639	1	pathway_bridge	7.7613	-0.0804
Q9NSE4	IARS2	False	5	1.074388	0.667555	268	24.6	72	0.091791	3	0.00012	196	19101.65027109226	4	specialist	8.3176	6.4778
P35789	ZNF93	False	4	1.074324	0.774961	6	1.25	2	0.208334	0	0.0	4	3.6864196222395385	4	specialist	3.6003	1.2776
Q0VGE8	ZNF816	False	4	1.074324	0.774961	16	1.25	2	0.078125	0	0.0	14	182.10263142474435	0	background	5.2004	1.775
Q76KX8	ZNF534	False	4	1.074324	0.774961	3	0.0	0	0.0	0	0.0	3	5.030226045524707	0	background	5.7345	-0.5862
Q7L2R6	ZNF765	False	4	1.074324	0.774961	23	1.5	3	0.065217	0	0.0	20	464.50683950680633	0	background	5.4008	2.0857
O14949	UQCRQ	False	6	1.074215	0.599531	166	36.1667	63	0.217871	8	6e-05	81	10569.460891859824	1	pathway_bridge	9.17	1.9144
P22695	UQCRC2	False	6	1.074215	0.599531	368	60.8333	121	0.165308	8	0.0001	173	16189.91365867102	1	pathway_bridge	9.343	5.0664
O43251	RBFOX2	False	5	1.074107	0.667381	236	16.4	51	0.069492	0	0.00013	185	20773.86462341283	2	structural_hub	8.3043	6.6647
P31483	TIA1	False	5	1.074107	0.667381	108	7.2	23	0.066667	0	1e-05	85	2419.598191925053	0	background	5.9539	4.7057
Q01085	TIAL1	False	5	1.074107	0.667381	154	9.4	32	0.061039	0	8e-05	122	12405.702860121677	4	specialist	7.0682	5.9302
Q9H6T0	ESRP2	False	5	1.074107	0.667381	78	2.6	8	0.033334	0	4e-05	70	6745.734845542913	0	background	5.8536	4.9926
O95498	VNN2	False	7	1.074002	0.551928	48	3.8571	10	0.080357	12	1e-05	32	1048.340102170369	1	pathway_bridge	7.8886	1.3708
O95992	CH25H	False	5	1.073004	0.666695	4	0.0	0	0.0	0	0.0	4	21.729352346989327	0	background	5.5671	-0.4042
Q96SU4	OSBPL9	False	5	1.073004	0.666695	109	7.0	27	0.06422	0	1e-05	82	2330.6480679677275	0	background	5.8873	4.7818
Q9BZF2	OSBPL7	False	5	1.073004	0.666695	11	2.6	4	0.236363	0	0.0	7	42.35575968818057	4	specialist	3.1078	1.785
Q9BZF3	OSBPL6	False	5	1.073004	0.666695	79	4.4	10	0.055696	0	2e-05	69	2756.95645892138	0	background	5.7089	4.8338
Q9H1P3	OSBPL2	False	5	1.073004	0.666695	33	2.8	6	0.084848	0	0.0	27	343.90216775079824	0	background	4.9526	3.4241
Q9H4L5	OSBPL3	False	5	1.073004	0.666695	114	6.0	15	0.052632	0	4e-05	99	7329.975910221275	0	background	6.1411	5.1677
Q71RS6	SLC24A5	False	7	1.072022	0.55091	35	2.7143	12	0.077551	12	0.0	22	425.0064062571407	1	pathway_bridge	7.8357	0.9212
Q8NFF2	SLC24A4	False	7	1.072022	0.55091	15	0.5714	4	0.038095	12	0.0	11	99.45411731945867	1	pathway_bridge	7.6278	0.0523
Q9H1J7	WNT5B	False	5	1.071328	0.665654	5	1.0	1	0.2	2	0.0	4	5.975249396061315	0	background	3.4084	1.6365
O75161	NPHP4	False	6	1.070893	0.597677	63	9.5	19	0.150794	8	0.0	40	803.2297449897017	1	pathway_bridge	8.6013	1.4282
