uniprot_id	gene_name	is_paralog	n_pathways	shannon_H	shannon_H_norm	global_degree	mean_local_degree	max_local_degree	mean_ratio	bridge_score	betweenness	cross_ppi_count	betweenness_raw	cluster	taxonomy	umap_x	umap_y
Q9Y2R5	MRPS17	False	7	1.756104	0.902459	230	51.2857	81	0.222982	6	2e-05	149	3688.7849493709705	1	pathway_bridge	11.1392	2.6723
Q9Y2R9	MRPS7	False	7	1.756104	0.902459	349	54.2857	118	0.155547	6	8e-05	231	13220.047455147464	1	pathway_bridge	11.1561	4.2976
Q9Y3B7	MRPL11	False	7	1.756104	0.902459	396	92.2857	164	0.233045	6	0.00013	232	21512.346914700785	2	structural_hub	10.6827	4.9939
Q9Y3D3	MRPS16	False	7	1.756104	0.902459	186	36.4286	72	0.195853	6	3e-05	114	4165.581762222495	1	pathway_bridge	11.012	2.7216
Q9Y3D5	MRPS18C	False	7	1.756104	0.902459	191	45.1429	76	0.23635	6	2e-05	115	3243.5138690464	1	pathway_bridge	11.2201	2.5699
Q9Y3D9	MRPS23	False	7	1.756104	0.902459	301	48.1429	98	0.159943	6	6e-05	203	9550.034945597496	1	pathway_bridge	11.207	4.1862
Q9Y676	MRPS18B	False	7	1.756104	0.902459	309	48.0	97	0.15534	6	9e-05	212	14949.546993341368	1	pathway_bridge	11.114	4.2922
Q9Y6G3	MRPL42	False	7	1.756104	0.902459	234	68.1429	99	0.291209	6	3e-05	135	5076.672919587615	1	pathway_bridge	11.3904	2.6158
O43809	NUDT21	False	14	1.756068	0.665415	5194	319.5714	879	0.061527	69	0.06929	3726	11294215.049596967	2	structural_hub	9.5693	16.6034
P51003	PAPOLA	False	14	1.756068	0.665415	89	18.4286	38	0.207063	69	1e-05	44	1110.518723735839	1	pathway_bridge	10.8983	0.9004
Q05048	CSTF1	False	14	1.756068	0.665415	97	18.1429	35	0.18704	69	1e-05	51	2373.8287189757075	1	pathway_bridge	10.9018	1.0671
Q12996	CSTF3	False	14	1.756068	0.665415	127	26.5	50	0.208661	69	3e-05	58	4840.869383431154	1	pathway_bridge	10.8676	1.292
Q9H0L4	CSTF2T	False	14	1.756068	0.665415	96	18.2857	37	0.190476	69	3e-05	52	5110.945266217371	1	pathway_bridge	10.8783	1.1892
Q14397	GCKR	False	9	1.755413	0.798923	13	2.3333	11	0.179487	20	0.0	2	178.4501787912701	1	pathway_bridge	10.0657	-1.2006
Q96PM5	RCHY1	False	12	1.755033	0.706277	321	38.25	144	0.119159	48	0.00013	142	21412.80761516543	2	structural_hub	10.7832	5.6185
Q68CZ1	RPGRIP1L	False	7	1.754991	0.901887	186	17.7143	38	0.095238	12	4e-05	134	7025.981868995214	1	pathway_bridge	9.3824	3.5936
Q9NXB0	MKS1	False	7	1.754991	0.901887	106	10.4286	22	0.098383	12	4e-05	73	7026.961507156294	1	pathway_bridge	9.767	3.0153
P43003	SLC1A3	False	10	1.753971	0.76174	271	9.6	45	0.035424	33	0.00017	212	26961.29000895384	2	structural_hub	10.8927	6.4312
P43005	SLC1A1	False	10	1.753971	0.76174	228	10.5	34	0.046053	33	0.00018	169	28976.95108870636	2	structural_hub	10.9322	6.5551
P42575	CASP2	False	14	1.753578	0.664471	49	8.8571	19	0.180758	64	1e-05	18	1282.4182712432278	1	pathway_bridge	10.5202	0.3423
Q68CP9	ARID2	False	11	1.753483	0.731259	153	31.9091	67	0.208556	36	3e-05	81	5681.698652164043	1	pathway_bridge	10.958	1.5623
Q86U86	PBRM1	False	11	1.753483	0.731259	225	38.8182	78	0.172525	36	0.00016	140	26614.6624486953	2	structural_hub	11.0249	6.2438
P02818	BGLAP	False	12	1.753397	0.705619	8	1.3333	3	0.166667	37	0.0	4	24.426450469002116	1	pathway_bridge	10.0303	-1.0565
O96008	TOMM40	False	7	1.753359	0.901048	314	17.2857	21	0.05505	10	0.00017	280	27785.152653388952	2	structural_hub	10.365	6.4395
Q8N4H5	TOMM5	False	7	1.753359	0.901048	116	6.7143	9	0.057882	10	2e-05	105	2507.920942603286	1	pathway_bridge	9.4115	3.0769
Q96B49	TOMM6	False	7	1.753359	0.901048	41	4.2857	6	0.10453	10	1e-05	35	1327.1405400362376	1	pathway_bridge	9.7294	1.2317
Q9NS69	TOMM22	False	7	1.753359	0.901048	369	16.7143	23	0.045296	10	0.00018	334	28708.43770780258	2	structural_hub	10.2674	6.6594
Q9P0U1	TOMM7	False	7	1.753359	0.901048	28	6.8571	8	0.244898	10	0.0	20	206.6055640058222	1	pathway_bridge	10.8131	-0.7317
P18089	ADRA2B	False	11	1.752957	0.73104	7	0.0909	1	0.012987	34	0.0	6	3.8538712713401178	1	pathway_bridge	8.2872	-1.2615
Q04725	TLE2	False	10	1.752613	0.76115	130	6.1	19	0.046923	25	6e-05	111	9046.354612222704	1	pathway_bridge	10.1701	3.7189
Q04727	TLE4	False	10	1.752613	0.76115	88	5.7	13	0.064773	25	4e-05	75	5936.993140279071	1	pathway_bridge	10.0915	3.2583
Q7Z6E9	RBBP6	False	14	1.752128	0.663922	220	24.4286	51	0.111039	64	6e-05	106	9113.583063528578	1	pathway_bridge	10.6259	3.9133
P23141	CES1	False	11	1.75191	0.730603	17	0.4545	3	0.026738	45	0.0	12	135.6163778252145	1	pathway_bridge	8.9818	-0.3694
Q08050	FOXM1	False	11	1.751814	0.730563	117	16.4545	42	0.140637	31	2e-05	60	2564.95372521788	1	pathway_bridge	10.5407	2.0755
Q9UBZ9	REV1	False	7	1.751572	0.90013	33	7.4286	16	0.225108	6	0.0	17	328.0519987196953	1	pathway_bridge	10.7007	-0.6902
P00747	PLG	False	13	1.750583	0.682502	71	9.5385	33	0.134345	64	2e-05	26	3515.0141065480643	1	pathway_bridge	10.5278	1.3591
Q9UBC0	ONECUT1	False	8	1.750463	0.841795	10	1.75	4	0.175	13	0.0	6	156.6270113538068	1	pathway_bridge	10.0385	-1.0668
P15509	CSF2RA	False	15	1.750388	0.646365	7	2.5333	5	0.361905	81	0.0	1	27.212547034747647	1	pathway_bridge	11.1943	-1.9364
P32927	CSF2RB	False	15	1.750388	0.646365	19	7.2667	16	0.382456	81	0.0	1	413.4547924378028	1	pathway_bridge	11.2346	-1.8826
P35813	PPM1A	False	10	1.750215	0.760109	143	11.9	47	0.083217	23	0.00012	88	19296.34313241911	2	structural_hub	10.5943	5.2751
P47897	QARS1	False	11	1.749705	0.729684	357	34.9091	102	0.097785	40	0.0002	206	32471.05891601442	2	structural_hub	11.0114	6.9753
Q15046	KARS1	False	11	1.749705	0.729684	319	35.2727	115	0.110573	40	0.0001	157	15806.674648884205	1	pathway_bridge	10.5971	5.0013
Q96P48	ARAP1	False	9	1.749696	0.796321	48	5.0	18	0.104167	15	0.0	30	473.0704158342172	1	pathway_bridge	9.7627	1.2509
Q05469	LIPE	False	10	1.749574	0.75983	14	3.5	6	0.25	24	0.0	7	626.9507261260036	1	pathway_bridge	10.5525	-1.1365
O95391	SLU7	False	7	1.74932	0.898973	149	24.1429	39	0.162033	8	3e-05	110	4327.5973828632	1	pathway_bridge	10.6387	2.5134
Q9Y2J2	EPB41L3	False	7	1.749238	0.898931	254	4.2857	12	0.016873	13	8e-05	241	13743.745881421808	1	pathway_bridge	10.2214	4.5572
Q9HCE9	ANO8	False	14	1.748902	0.662699	15	1.3571	7	0.090476	63	0.0	5	249.45947116713097	1	pathway_bridge	9.6546	-0.4298
Q9Y624	F11R	False	12	1.748694	0.703726	59	5.6667	16	0.096045	52	2e-05	39	3755.10186410342	1	pathway_bridge	10.1741	1.672
P41231	P2RY2	False	14	1.748444	0.662526	106	3.5	19	0.033019	64	2e-05	79	2613.7844791515536	1	pathway_bridge	10.1809	2.3074
P55210	CASP7	False	8	1.747335	0.84029	66	8.375	16	0.126894	9	1e-05	50	1600.1334432546778	1	pathway_bridge	9.9195	1.4765
O15130	NPFF	False	7	1.747169	0.897867	2	0.0	0	0.0	6	0.0	2	11.49920381314021	1	pathway_bridge	7.8367	-2.0156
O43193	MLNR	False	7	1.747169	0.897867	64	1.8571	7	0.029018	6	2e-05	57	3168.3912951526986	1	pathway_bridge	9.2308	2.6458
O43612	HCRT	False	7	1.747169	0.897867	2	0.0	0	0.0	6	0.0	2	1.8070579034783867	1	pathway_bridge	7.8259	-2.0342
O43613	HCRTR1	False	7	1.747169	0.897867	3	0.8571	2	0.285714	6	0.0	1	0.23606932647621687	1	pathway_bridge	10.7551	-1.7962
O43614	HCRTR2	False	7	1.747169	0.897867	35	0.2857	2	0.008163	6	0.0	33	548.0997079480861	1	pathway_bridge	8.5805	0.1737
O95399	UTS2	False	7	1.747169	0.897867	15	0.8571	6	0.057143	6	0.0	9	8.557992548928711	1	pathway_bridge	8.9822	-0.2374
P01178	OXT	False	7	1.747169	0.897867	7	0.5714	2	0.081633	6	0.0	5	7.041154473193937	1	pathway_bridge	8.9822	-0.4133
P06307	CCK	False	7	1.747169	0.897867	4	2.0	2	0.5	6	0.00011	2	18095.912543261	4	specialist	1.0806	-0.2039
P08949	NMB	False	7	1.747169	0.897867	31	2.2857	6	0.073733	6	0.00011	25	18583.833877958205	2	structural_hub	10.3351	5.3191
P12872	MLN	False	7	1.747169	0.897867	2	0.0	0	0.0	6	0.0	2	0.9668260298612036	1	pathway_bridge	7.8146	-2.0483
P20366	TAC1	False	7	1.747169	0.897867	8	3.0	3	0.375	6	0.0	5	315.9352231997722	1	pathway_bridge	11.2059	-1.748
P20396	TRH	False	7	1.747169	0.897867	2	0.0	0	0.0	6	0.0	2	3.1696669735554446	1	pathway_bridge	7.8542	-1.9995
P21452	TACR2	False	7	1.747169	0.897867	4	2.0	2	0.5	6	1e-05	2	1180.5783902487156	4	specialist	1.0546	-0.2087
P25101	EDNRA	False	7	1.747169	0.897867	48	3.8571	12	0.080357	6	1e-05	36	1500.766547635513	1	pathway_bridge	9.5318	1.3569
P28336	NMBR	False	7	1.747169	0.897867	1	1.0	1	1.0	6	0.0	0	0.0	4	specialist	3.7039	-5.731
P29371	TACR3	False	7	1.747169	0.897867	72	2.1429	9	0.029762	6	1e-05	63	2298.8721888228697	1	pathway_bridge	9.2279	2.6213
P30550	GRPR	False	7	1.747169	0.897867	60	2.7143	7	0.045238	6	6e-05	53	10165.15368482782	1	pathway_bridge	9.4919	3.5349
P30559	OXTR	False	7	1.747169	0.897867	14	0.2857	2	0.020408	6	1e-05	12	1769.1751175109964	1	pathway_bridge	8.6125	-0.1559
P30989	NTSR1	False	7	1.747169	0.897867	61	5.0	9	0.081967	6	1e-05	52	1858.7614568527742	1	pathway_bridge	9.4272	1.8053
P30990	NTS	False	7	1.747169	0.897867	5	1.1429	2	0.228571	6	0.0	3	145.62191957684087	1	pathway_bridge	10.3814	-1.442
P32238	CCKAR	False	7	1.747169	0.897867	1	1.0	1	1.0	6	0.0	0	0.0	4	specialist	3.7041	-5.7314
P34981	TRHR	False	7	1.747169	0.897867	19	0.1429	1	0.007519	6	0.0	18	92.86262659812576	1	pathway_bridge	8.6293	0.0074
P55085	F2RL1	False	7	1.747169	0.897867	172	5.4286	22	0.031562	6	0.00015	150	23844.423963103774	2	structural_hub	10.4559	6.1265
P58294	PROK1	False	7	1.747169	0.897867	4	0.2857	2	0.071429	6	0.0	2	19.872015462780148	1	pathway_bridge	8.2138	-1.731
P83859	QRFP	False	7	1.747169	0.897867	1	0.0	0	0.0	6	0.0	1	0.0	1	pathway_bridge	7.7827	-2.0776
Q15726	KISS1	False	7	1.747169	0.897867	11	2.1429	3	0.194805	6	1e-05	8	821.5713012128659	1	pathway_bridge	10.2891	-1.2522
Q765I0	UTS2B	False	7	1.747169	0.897867	2	1.0	1	0.5	6	0.00011	1	18054.999999999996	4	specialist	1.1091	-0.3084
Q8NFJ6	PROKR2	False	7	1.747169	0.897867	5	0.0	0	0.0	6	0.0	5	4.139539136957656	1	pathway_bridge	7.9619	-1.7979
Q8TCW9	PROKR1	False	7	1.747169	0.897867	20	0.7143	5	0.035714	6	0.0	15	91.85586978582626	1	pathway_bridge	8.6455	-0.0106
Q92847	GHSR	False	7	1.747169	0.897867	3	0.7143	1	0.238095	6	0.0	2	15.173550193997402	1	pathway_bridge	10.4312	-1.5427
Q969F8	KISS1R	False	7	1.747169	0.897867	3	1.4286	2	0.47619	6	0.0	1	5.875786774887282	4	specialist	1.0394	-0.2441
Q96P65	QRFPR	False	7	1.747169	0.897867	11	0.2857	2	0.025974	6	0.0	9	27.664133306748408	1	pathway_bridge	8.6248	-0.2763
Q9GZQ6	NPFFR1	False	7	1.747169	0.897867	2	0.1429	1	0.071429	6	0.0	1	23.570829473096406	1	pathway_bridge	8.1859	-1.8038
Q9HC23	PROK2	False	7	1.747169	0.897867	12	0.0	0	0.0	6	0.0	12	96.43658567427758	1	pathway_bridge	8.5889	-0.1948
Q9UHF0	TAC3	False	7	1.747169	0.897867	15	1.2857	3	0.085715	6	0.0	12	562.6765202582667	1	pathway_bridge	9.0024	-0.1955
Q9UKP6	UTS2R	False	7	1.747169	0.897867	1	1.0	1	1.0	6	0.0	0	0.0	4	specialist	3.7045	-5.7319
Q9Y5X5	NPFFR2	False	7	1.747169	0.897867	4	0.1429	1	0.035714	6	0.0	3	44.61011065209083	1	pathway_bridge	8.0418	-1.7441
P01589	IL2RA	False	16	1.746654	0.629972	47	3.0	8	0.06383	86	1e-05	31	1041.1207485368075	1	pathway_bridge	9.9486	1.5684
P60568	IL2	False	16	1.746654	0.629972	5	1.9375	3	0.3875	86	0.0	1	177.76231242754375	1	pathway_bridge	11.1978	-1.9377
P01019	AGT	False	15	1.745827	0.64468	27	2.4	9	0.088889	78	0.0	12	773.8375374020089	1	pathway_bridge	9.3525	0.435
O14678	ABCD4	False	11	1.745673	0.728002	43	1.9091	8	0.044398	36	2e-05	34	2513.068184266123	1	pathway_bridge	9.6111	1.526
Q9NUN5	LMBRD1	False	11	1.745673	0.728002	23	2.0	6	0.086957	36	1e-05	15	825.3114276222234	1	pathway_bridge	9.354	0.3708
Q9H165	BCL11A	False	10	1.745562	0.758088	108	9.6	34	0.088889	27	2e-05	64	3679.2788028699156	1	pathway_bridge	9.9794	2.5968
P51671	CCL11	False	10	1.745519	0.758069	27	12.1	19	0.448148	24	3e-05	8	4083.1311042316197	1	pathway_bridge	11.6819	-1.648
P32745	SSTR3	False	12	1.74462	0.702087	12	1.5	6	0.125	41	3e-05	6	4841.750866244862	1	pathway_bridge	9.8567	-0.4995
P16444	DPEP1	False	13	1.744043	0.679952	63	2.7692	13	0.043956	50	1e-05	42	1680.814178294257	1	pathway_bridge	9.9027	1.8477
Q9H4A9	DPEP2	False	13	1.744043	0.679952	47	2.1538	12	0.045827	50	1e-05	30	833.595754408545	1	pathway_bridge	9.8176	1.6042
P04629	NTRK1	False	9	1.74387	0.79367	2035	80.6667	472	0.03964	6	0.00305	1563	496395.5771675437	2	structural_hub	9.9207	16.0795
P23497	SP100	False	9	1.743629	0.79356	209	19.3333	41	0.092504	20	5e-05	150	8472.831724649082	1	pathway_bridge	10.1648	3.9176
Q13576	IQGAP2	False	12	1.742931	0.701407	123	15.4167	43	0.125339	38	4e-05	69	6535.259868431746	1	pathway_bridge	10.3931	3.0858
P55287	CDH11	False	10	1.742319	0.756679	13	3.3	5	0.253846	8	0.0	8	387.2180957488884	1	pathway_bridge	10.482	-1.2205
Q9NR30	DDX21	False	8	1.742021	0.837735	653	75.875	192	0.116195	16	0.00036	372	58239.532479147	2	structural_hub	11.2754	8.9358
P12235	SLC25A4	False	14	1.741737	0.659985	227	14.2143	45	0.062618	68	0.00013	143	20641.941942037804	2	structural_hub	10.9107	5.5489
P25705	ATP5F1A	False	10	1.741658	0.756392	542	41.2	157	0.076015	37	0.00037	325	60300.00185090829	2	structural_hub	11.3194	9.0462
O15244	SLC22A2	False	10	1.741326	0.756248	104	3.3	15	0.031731	32	0.00015	86	24111.429843917875	2	structural_hub	10.7146	5.7157
O15245	SLC22A1	False	10	1.741326	0.756248	43	0.6	3	0.013953	32	1e-05	39	2179.332506934886	1	pathway_bridge	9.3294	1.7268
A1IGU5	ARHGEF37	False	8	1.741218	0.837349	6	0.0	0	0.0	12	0.0	6	24.104269190765738	1	pathway_bridge	8.1337	-1.4819
A5YM69	ARHGEF35	False	8	1.741218	0.837349	7	1.375	2	0.196428	12	0.0	5	34.866197057754206	1	pathway_bridge	10.1513	-1.1966
A8MVX0	ARHGEF33	False	8	1.741218	0.837349	4	0.0	0	0.0	12	0.0	4	5.558997407470002	1	pathway_bridge	8.1198	-1.5122
Q9NXL2	ARHGEF38	False	8	1.741218	0.837349	5	0.125	1	0.025	12	0.0	4	50.10668070256993	1	pathway_bridge	8.1673	-1.5481
O43462	MBTPS2	False	12	1.740239	0.700324	16	0.8333	3	0.052083	48	0.0	11	758.9647666519522	1	pathway_bridge	9.1392	-0.432
Q13107	USP4	False	10	1.740211	0.755764	286	23.6	72	0.082518	27	0.00037	180	60325.727219916254	2	structural_hub	11.317	8.9715
Q9UK80	USP21	False	10	1.740211	0.755764	162	24.2	52	0.149383	27	5e-05	82	8346.87614645958	1	pathway_bridge	10.2899	3.4406
Q9UMX1	SUFU	False	7	1.739347	0.893848	91	5.8571	19	0.064364	7	5e-05	72	7378.181849297743	1	pathway_bridge	9.4446	3.5263
Q96PP9	GBP4	False	14	1.738405	0.658722	3	0.1429	1	0.047619	62	0.0	2	25.650185728415575	1	pathway_bridge	8.3648	-1.5944
Q9H0R5	GBP3	False	14	1.738405	0.658722	11	2.0	2	0.181818	62	0.0	9	29.914082065179564	1	pathway_bridge	10.3101	-0.6842
Q6NZI2	CAVIN1	False	10	1.73659	0.754192	300	29.1	83	0.097	24	0.0002	195	33299.03684743732	2	structural_hub	10.9783	7.0006
P78527	PRKDC	False	12	1.736046	0.698636	709	59.4167	181	0.083803	47	0.0008	406	129830.04404890642	2	structural_hub	11.4458	12.4846
Q9NZL6	RGL1	False	8	1.734545	0.83414	15	2.5	7	0.166667	16	0.0	8	188.85897554333943	1	pathway_bridge	10.0002	-0.7701
P06733	ENO1	False	10	1.733631	0.752907	719	48.8	175	0.067872	26	0.00104	460	170213.83896260726	2	structural_hub	11.1304	13.4646
O15553	MEFV	False	11	1.733624	0.722977	19	3.5455	6	0.186603	30	0.0	13	86.85803750362179	1	pathway_bridge	10.5299	-0.4424
O43586	PSTPIP1	False	11	1.733624	0.722977	91	10.0909	32	0.110889	30	1e-05	52	2412.220900014828	1	pathway_bridge	10.0342	1.9682
Q9Y2Z0	SUGT1	False	11	1.733624	0.722977	294	22.9091	74	0.077922	30	0.00024	187	39904.116507220584	2	structural_hub	11.2238	7.4928
P54727	RAD23B	False	11	1.732978	0.722708	233	30.1818	92	0.129536	35	7e-05	131	10626.78627150376	1	pathway_bridge	10.5012	4.0405
P06744	GPI	False	13	1.732508	0.675455	211	18.7692	48	0.088954	56	8e-05	104	12980.094858857117	1	pathway_bridge	10.5508	4.4507
P03897	MT-ND3	False	8	1.732279	0.83305	3	0.875	2	0.291667	16	0.0	1	0.4970433724964768	1	pathway_bridge	10.7331	-1.7753
P03905	MT-ND4	False	8	1.732279	0.83305	68	13.875	27	0.204044	16	1e-05	32	1958.4248972072899	1	pathway_bridge	10.5102	0.4357
Q8N697	SLC15A4	False	8	1.731961	0.832897	129	13.75	33	0.106589	16	5e-05	78	7911.490181037332	1	pathway_bridge	10.0397	3.3202
O43432	EIF4G3	False	10	1.731435	0.751953	144	20.3	37	0.140972	25	3e-05	94	4799.71810483534	1	pathway_bridge	10.2792	2.7083
P78344	EIF4G2	False	10	1.731435	0.751953	151	24.7	56	0.163576	25	2e-05	83	3062.8571640064583	1	pathway_bridge	10.3855	2.2395
Q8N5X7	EIF4E3	False	10	1.731435	0.751953	10	2.3	5	0.23	25	1e-05	5	1006.0117272760131	1	pathway_bridge	10.5151	-1.1385
P36404	ARL2	False	12	1.731268	0.696714	87	8.25	28	0.094828	47	2e-05	43	3998.0571204415346	1	pathway_bridge	9.9676	1.8964
P82251	SLC7A9	False	10	1.730823	0.751687	114	2.4	19	0.021053	33	2e-05	94	3959.9154788129886	1	pathway_bridge	10.0696	2.6946
Q9UM01	SLC7A7	False	10	1.730823	0.751687	22	3.5	7	0.159091	33	0.0	13	253.55848174913126	1	pathway_bridge	10.1579	-0.3474
O15054	KDM6B	False	10	1.73071	0.751638	117	11.8	34	0.100855	33	4e-05	69	6362.248160358602	1	pathway_bridge	10.1349	3.1348
Q12860	CNTN1	False	10	1.730132	0.751387	56	3.7	10	0.066071	28	1e-05	39	1864.8440790608947	1	pathway_bridge	9.6605	1.6652
P11912	CD79A	False	10	1.729689	0.751194	244	11.9	29	0.048771	26	0.00036	200	59341.94091253883	2	structural_hub	11.3363	8.8859
P40259	CD79B	False	10	1.729689	0.751194	111	10.2	28	0.091892	26	3e-05	76	5521.097522043216	1	pathway_bridge	10.0185	2.8943
Q9H267	VPS33B	False	12	1.729678	0.696073	194	9.75	36	0.050258	25	4e-05	158	7219.577944543293	1	pathway_bridge	10.3211	3.7232
O43323	DHH	False	13	1.729391	0.67424	40	1.5385	8	0.038462	58	1e-05	27	970.2876106677364	1	pathway_bridge	9.7699	1.5082
P14778	IL1R1	False	11	1.729243	0.72115	32	9.9091	20	0.309659	32	0.0	11	721.7075555230971	1	pathway_bridge	11.0489	-1.3691
O94817	ATG12	False	10	1.72879	0.750804	87	7.1	15	0.081609	25	1e-05	61	2397.1777741643496	1	pathway_bridge	9.6886	2.1375
Q9H1Y0	ATG5	False	10	1.72879	0.750804	414	27.3	100	0.065942	25	0.00015	302	24599.69718236654	2	structural_hub	10.7991	6.2945
Q9Y4E8	USP15	False	10	1.728504	0.75068	493	67.4	174	0.136714	26	0.00034	243	55824.47839293949	2	structural_hub	11.3005	8.8977
P46976	GYG1	False	12	1.728112	0.695443	44	6.6667	15	0.151515	48	1e-05	18	1513.0765204649902	1	pathway_bridge	10.4114	0.5189
P01008	SERPINC1	False	10	1.727917	0.750425	48	4.8	17	0.1	32	1e-05	27	2029.717031392426	1	pathway_bridge	9.7621	1.3171
P08243	ASNS	False	11	1.727874	0.720579	184	9.9091	34	0.053854	35	5e-05	126	7470.401497094617	1	pathway_bridge	10.3597	3.8123
Q10471	GALNT2	False	9	1.727725	0.786322	120	7.8889	26	0.065741	20	6e-05	90	10104.291712283262	1	pathway_bridge	10.1029	3.6713
Q9UJF2	RASAL2	False	10	1.72749	0.750239	156	25.8	79	0.165385	21	2e-05	77	3751.949098822191	1	pathway_bridge	10.4504	2.1189
P00505	GOT2	False	9	1.726991	0.785987	120	5.2222	31	0.043518	20	4e-05	89	6530.757502979701	1	pathway_bridge	10.0305	3.3327
O75643	SNRNP200	False	10	1.726645	0.749872	457	90.1	149	0.197155	26	0.00022	268	36184.4538393836	2	structural_hub	10.9814	7.133
O94906	PRPF6	False	10	1.726645	0.749872	370	76.7	123	0.207297	26	0.00021	204	33795.82291633978	2	structural_hub	10.9729	7.1065
P83876	TXNL4A	False	10	1.726645	0.749872	75	26.6	32	0.354667	26	1e-05	33	1245.0187231200873	1	pathway_bridge	11.6725	-1.2017
Q15029	EFTUD2	False	10	1.726645	0.749872	1446	219.4	459	0.151729	26	0.0009	870	146475.85316743722	2	structural_hub	11.2979	12.9814
Q6P2Q9	PRPF8	False	10	1.726645	0.749872	779	165.2	303	0.212067	26	0.00038	426	62455.2443287311	2	structural_hub	11.3338	9.0497
Q96DI7	SNRNP40	False	10	1.726645	0.749872	636	112.8	179	0.177359	26	0.0003	384	48465.03473540742	2	structural_hub	11.2353	8.2117
Q9BUQ8	DDX23	False	10	1.726645	0.749872	471	101.6	156	0.215711	26	0.0001	253	16399.161866398346	2	structural_hub	10.6529	5.1571
Q16595	FXN	False	9	1.726279	0.785664	56	5.1111	21	0.09127	23	1e-05	33	992.8787681562103	1	pathway_bridge	9.719	1.4514
P13196	ALAS1	False	11	1.726016	0.719805	131	8.0	37	0.061069	42	7e-05	74	10824.14024278564	1	pathway_bridge	10.2992	4.0136
O43708	GSTZ1	False	10	1.725385	0.749325	21	0.4	3	0.019048	23	0.0	18	751.940880797321	1	pathway_bridge	8.8951	0.1893
P15328	FOLR1	False	10	1.723062	0.748316	223	17.7	100	0.079372	11	3e-05	116	4581.655203399249	1	pathway_bridge	9.8342	3.2085
P19474	TRIM21	False	15	1.722734	0.636153	689	67.8	205	0.098403	78	0.00164	398	266944.5428423885	2	structural_hub	10.4082	15.1131
P08842	STS	False	11	1.7226	0.71838	33	2.0	6	0.060606	34	0.0	25	745.0718878131961	1	pathway_bridge	9.3496	0.7072
P10244	MYBL2	False	12	1.722542	0.693202	149	21.9167	58	0.147092	41	2e-05	78	4011.33190844941	1	pathway_bridge	10.3908	2.4917
Q53ET0	CRTC2	False	8	1.72253	0.828362	60	4.75	12	0.079167	21	1e-05	45	827.3410268639981	1	pathway_bridge	9.6976	1.6543
Q6UUV7	CRTC3	False	8	1.72253	0.828362	63	2.75	9	0.043651	21	1e-05	51	2075.0740587449345	1	pathway_bridge	9.3688	2.3841
Q8NF50	DOCK8	False	9	1.72218	0.783798	122	11.2222	33	0.091986	17	2e-05	84	2554.3230612670345	1	pathway_bridge	9.7451	2.8002
O15460	P4HA2	False	9	1.721511	0.783493	143	9.4444	20	0.066045	18	4e-05	118	6280.185196089792	1	pathway_bridge	9.9982	3.4396
P13674	P4HA1	False	9	1.721511	0.783493	298	34.6667	90	0.116331	18	0.00012	196	20027.75436740814	2	structural_hub	10.6387	5.3922
Q7Z4N8	P4HA3	False	9	1.721511	0.783493	110	4.8889	15	0.044445	18	4e-05	95	6624.891452503635	1	pathway_bridge	10.0182	3.3232
Q9BXM7	PINK1	False	10	1.721202	0.747508	661	36.2	86	0.054765	25	0.00077	546	125028.99134376965	2	structural_hub	11.492	12.3207
Q9UPY3	DICER1	False	9	1.720816	0.783177	180	11.7778	36	0.065432	24	0.0001	126	15758.95935307446	2	structural_hub	10.5875	5.0736
Q9H8P0	SRD5A3	False	14	1.720629	0.651986	6	0.4286	3	0.071429	62	0.0	0	82.71688941829557	1	pathway_bridge	8.7116	-1.5413
Q12792	TWF1	False	10	1.720008	0.74699	174	16.4	54	0.094253	25	3e-05	116	4910.234322869	1	pathway_bridge	9.9976	3.2003
O95340	PAPSS2	False	9	1.719039	0.782368	63	5.8889	21	0.093474	24	2e-05	34	3885.9857320486394	1	pathway_bridge	9.689	1.552
A9YTQ3	AHRR	False	9	1.718192	0.781983	8	1.0	1	0.125	16	0.0	7	12.403401765554669	1	pathway_bridge	9.6122	-0.9115
P35869	AHR	False	9	1.718192	0.781983	130	9.1111	22	0.070086	16	3e-05	108	4787.180979853856	1	pathway_bridge	9.8712	3.1917
O76024	WFS1	False	9	1.718103	0.781942	115	8.6667	25	0.075362	22	0.00015	84	23839.610999309865	2	structural_hub	10.6288	5.8024
Q15084	PDIA6	False	9	1.718103	0.781942	326	31.1111	85	0.095433	22	0.00035	221	56500.27179398048	2	structural_hub	11.247	8.8868
Q6SZW1	SARM1	False	10	1.717859	0.746057	54	5.6	12	0.103704	9	1e-05	42	1276.2825592264894	1	pathway_bridge	9.4846	1.5269
P22033	MMUT	False	11	1.717857	0.716402	57	3.8182	17	0.066986	37	1e-05	32	1504.7995467462852	1	pathway_bridge	9.7153	1.5345
Q8IVH4	MMAA	False	11	1.717857	0.716402	6	1.0909	2	0.181818	37	0.0	4	4.411343749530212	1	pathway_bridge	9.9505	-1.1186
P18850	ATF6	False	11	1.717183	0.716121	120	9.5455	34	0.079546	32	0.0001	77	16480.885019266458	2	structural_hub	10.6143	5.0916
Q08431	MFGE8	False	10	1.717117	0.745734	57	2.7	9	0.047368	30	2e-05	41	2644.236830092273	1	pathway_bridge	9.5475	1.8219
