gene1	gene2	annotation	direction	score	ann_class	shared_pathways	pathway_type	n_pathways_g1	n_pathways_g2	local_degree_g1	local_degree_g2	mean_local_degree	ratio_g1	ratio_g2	global_degree_g1	global_degree_g2	betweenness_g1	betweenness_g2	taxonomy_g1	taxonomy_g2	mean_global_degree	mean_betweenness
HIRA	SIRT6	expression regulated by	<-	1.0	expression	0	inter	8	9	18.625	35.0	26.812	0.125	0.0562	149	623	2.243354683869581e-05	0.0002132434839054483	pathway_bridge	pathway_bridge	386.0	0.00011783851537207205
HIRA	SMARCA5	predicted	-	0.9	predicted	0	inter	8	14	18.625	36.429	27.527	0.125	0.0899	149	405	2.243354683869581e-05	6.49322565585186e-05	pathway_bridge	pathway_bridge	277.0	4.3682901698607206e-05
HIRA	STAT2	expression regulated by	<-	1.0	expression	0	inter	8	21	18.625	12.667	15.646	0.125	0.1624	149	78	2.243354683869581e-05	2.5389740971419998e-05	pathway_bridge	pathway_bridge	113.5	2.3911643905057903e-05
HIRA	TAF1	expression regulated by	<-	1.0	expression	0	inter	8	20	18.625	35.95	27.288	0.125	0.1523	149	236	2.243354683869581e-05	0.0001310084006509319	pathway_bridge	pathway_bridge	192.5	7.672097374481385e-05
HIRA	TAF5	predicted	-	0.89	predicted	0	inter	8	21	18.625	24.143	21.384	0.125	0.2624	149	92	2.243354683869581e-05	8.970283784998654e-06	pathway_bridge	pathway_bridge	120.5	1.5701915311847232e-05
HIRA	TP53BP1	predicted	-	0.89	predicted	0	inter	8	17	18.625	49.529	34.077	0.125	0.1017	149	487	2.243354683869581e-05	0.0002602971041696866	pathway_bridge	pathway_bridge	318.0	0.0001413653255041912
HIRA	TRIM28	expression regulated by	<-	1.0	expression	0	inter	8	16	18.625	192.625	105.625	0.125	0.1313	149	1467	2.243354683869581e-05	0.004953875874491939	pathway_bridge	structural_hub	808.0	0.002488154710665317
HIVEP3	KLF13	predicted	-	0.89	predicted	0	inter	5	3	4.0	5.0	4.5	0.1905	0.2778	21	18	3.5315237353787613e-07	1.842611792459477e-07	background	background	19.5	2.687067763919119e-07
HJURP	KIF14	predicted	-	0.9	predicted	0	inter	8	8	11.875	124.75	68.312	0.1188	0.0697	100	1790	1.7127929724509918e-05	0.004722869314926928	pathway_bridge	structural_hub	945.0	0.0023699986223257186
HJV	MAP3K7	activate; inhibited by	|->	1.0	inhibit	0	inter	4	62	0.0	32.774	16.387	0.0	0.0888	1	369	0.0	0.0002575409869398564	background	pathway_bridge	185.0	0.0001287704934699282
HJV	PPP1CA	complex; input	-	1.0	complex	0	inter	4	26	0.0	44.423	22.212	0.0	0.0739	1	601	0.0	0.0005144511000572691	background	pathway_bridge	301.0	0.00025722555002863454
HJV	PPP1R15A	complex; input	-	1.0	complex	0	inter	4	8	0.0	5.625	2.812	0.0	0.1442	1	39	0.0	3.936065330901891e-06	background	pathway_bridge	20.0	1.9680326654509454e-06
HJV	SMAD5	activate	->	1.0	activate	0	inter	4	3	0.0	17.333	8.667	0.0	0.2063	1	84	0.0	3.138364410701782e-05	background	background	42.5	1.569182205350891e-05
HJV	SMAD6	activate; inhibited by	|->	1.0	inhibit	0	inter	4	8	0.0	12.875	6.438	0.0	0.2525	1	51	0.0	7.376391249533046e-06	background	pathway_bridge	26.0	3.688195624766523e-06
HJV	SMAD7	complex; input	-	1.0	complex	0	inter	4	21	0.0	22.238	11.119	0.0	0.204	1	109	0.0	4.851928682939862e-05	background	pathway_bridge	55.0	2.425964341469931e-05
HJV	SMAD9	activate	->	1.0	activate	0	inter	4	3	0.0	14.0	7.0	0.0	0.1069	1	131	0.0	0.00010477697344454428	background	background	66.0	5.238848672227214e-05
HJV	SMURF1	complex; input	-	1.0	complex	0	inter	4	24	0.0	34.0	17.0	0.0	0.0714	1	476	0.0	0.00020694615343055362	background	pathway_bridge	238.5	0.00010347307671527681
HJV	TAB1	activate	->	1.0	activate	0	inter	4	53	0.0	22.566	11.283	0.0	0.091	1	248	0.0	0.0001316224215358082	background	pathway_bridge	124.5	6.58112107679041e-05
HJV	TAB2	activate	->	1.0	activate	0	inter	4	55	0.0	20.091	10.045	0.0	0.1196	1	168	0.0	6.658973553531691e-05	background	pathway_bridge	84.5	3.3294867767658454e-05
HJV	XIAP	complex; input	-	1.0	complex	0	inter	4	28	0.0	13.929	6.964	0.0	0.058	1	240	0.0	0.00011501047441181463	background	pathway_bridge	120.5	5.7505237205907314e-05
HJV	ZFYVE16	complex; input	-	1.0	complex	0	inter	4	3	0.0	18.0	9.0	0.0	0.1622	1	111	0.0	4.544761631480867e-06	background	background	56.0	2.2723808157404334e-06
HK1	USF1	expression regulated by	<-	1.0	expression	0	inter	12	8	21.333	10.875	16.104	0.0928	0.1359	230	80	0.00012073508844575887	0.0001666439677977747	pathway_bridge	pathway_bridge	155.0	0.0001436895281217668
HK2	HYOU1	predicted	-	0.88	predicted	0	inter	4	13	8.25	25.615	16.933	0.063	0.0821	131	312	2.273002276391793e-05	0.00015893462309987273	background	pathway_bridge	221.5	9.083232293189534e-05
HK2	TFAP2A	expression regulated by	<-	1.0	expression	0	inter	4	31	8.25	13.742	10.996	0.063	0.1374	131	100	2.273002276391793e-05	1.6696671375853526e-05	background	pathway_bridge	115.5	1.971334706988573e-05
HLA-DOB	POU2F2	expression regulated by	<-	1.0	expression	0	inter	3	6	0.333	5.167	2.75	0.0833	0.1987	4	26	1.4029738151014996e-08	1.6026459545377397e-06	background	pathway_bridge	15.0	8.083378463443774e-07
HLA-DPB1	RAD21	expression regulated by	<-	1.0	expression	0	inter	13	24	5.154	30.542	17.848	0.0548	0.0834	94	366	2.4428321896629344e-05	0.00036944549220218134	pathway_bridge	pathway_bridge	230.0	0.00019693690704940535
HLA-DQA1	SPN	predicted	-	0.89	predicted	0	inter	13	3	9.769	0.0	4.885	0.0713	0.0	137	52	8.798434554883477e-05	3.276452218612632e-06	pathway_bridge	background	94.5	4.56303988837237e-05
HLA-DQB1	POU2F2	expression regulated by	<-	1.0	expression	0	inter	13	6	6.692	5.167	5.929	0.0847	0.1987	79	26	9.66016936430845e-06	1.6026459545377397e-06	pathway_bridge	pathway_bridge	52.5	5.6314076594230946e-06
HLA-DRA	POU2F2	expression regulated by	<-	1.0	expression	0	inter	13	6	8.538	5.167	6.853	0.0514	0.1987	166	26	8.718628583339958e-05	1.6026459545377397e-06	pathway_bridge	pathway_bridge	96.0	4.439446589396866e-05
HLA-DRA	RGS1	inhibited by	|-	1.0	inhibit	0	inter	13	5	8.538	1.0	4.769	0.0514	0.125	166	8	8.718628583339958e-05	2.0466212940204281e-07	pathway_bridge	background	87.0	4.3695473981400814e-05
HLA-DRA	SIRPG	predicted	-	0.89	predicted	0	inter	13	4	8.538	1.25	4.894	0.0514	0.4167	166	3	8.718628583339958e-05	0.0	pathway_bridge	background	84.5	4.359314291669979e-05
HLA-DRA	TBX21	reaction	-	1.0	other	0	inter	13	3	8.538	3.0	5.769	0.0514	0.2727	166	11	8.718628583339958e-05	2.2057145638485946e-07	pathway_bridge	background	88.5	4.370342864489222e-05
HLA-DRB1	POU2F2	expression regulated by	<-	1.0	expression	0	inter	13	6	0.0	5.167	2.583	nan	0.1987	0	26	0.0	1.6026459545377397e-06	unknown	pathway_bridge	13.0	8.013229772688698e-07
HLA-DRB1	RGS1	inhibited by	|-	1.0	inhibit	0	inter	13	5	0.0	1.0	0.5	nan	0.125	0	8	0.0	2.0466212940204281e-07	unknown	background	4.0	1.0233106470102141e-07
HLA-DRB1	SP1	expression regulated by	<-	1.0	expression	0	inter	13	47	0.0	33.383	16.691	nan	0.0982	0	340	0.0	0.00016108874558940663	unknown	pathway_bridge	170.0	8.054437279470332e-05
HLA-DRB1	SPI1	expression regulated by	<-	1.0	expression	0	inter	13	7	0.0	15.143	7.571	nan	0.3155	0	48	0.0	1.1836141622861389e-05	unknown	pathway_bridge	24.0	5.9180708114306945e-06
HLA-DRB1	SRF	expression regulated by	<-	1.0	expression	0	inter	13	21	0.0	10.19	5.095	nan	0.0999	0	102	0.0	1.2567376841743288e-05	unknown	pathway_bridge	51.0	6.283688420871644e-06
HLA-DRB1	TBP	expression regulated by	<-	1.0	expression	0	inter	13	42	0.0	57.381	28.69	nan	0.0911	0	630	0.0	0.0011054200849041314	unknown	pathway_bridge	315.0	0.0005527100424520657
HLA-DRB1	TBX21	reaction	-	1.0	other	0	inter	13	3	0.0	3.0	1.5	nan	0.2727	0	11	0.0	2.2057145638485946e-07	unknown	background	5.5	1.1028572819242973e-07
HLA-DRB1	USF2	expression regulated by	<-	1.0	expression	0	inter	13	4	0.0	7.75	3.875	nan	0.1722	0	45	0.0	2.671897149415217e-06	unknown	background	22.5	1.3359485747076086e-06
HLA-DRB1	YY1	expression regulated by	<-	1.0	expression	0	inter	13	22	0.0	52.727	26.364	nan	0.1204	0	438	0.0	0.0003390482339075652	unknown	pathway_bridge	219.0	0.0001695241169537826
HLTF	HSF1	predicted	-	0.89	predicted	0	inter	4	12	25.5	29.0	27.25	0.1796	0.0487	142	595	2.0021993154811365e-05	0.00027709631669285543	background	pathway_bridge	368.5	0.0001485591549238334
HLTF	LEF1	complex; input	-	1.0	complex	0	inter	4	33	25.5	8.121	16.811	0.1796	0.1354	142	60	2.0021993154811365e-05	3.280402159147776e-06	background	pathway_bridge	101.0	1.165119765697957e-05
HLTF	MAX	expression regulated by	<-	1.0	expression	0	inter	4	13	25.5	25.462	25.481	0.1796	0.1122	142	227	2.0021993154811365e-05	6.450199693554455e-05	background	pathway_bridge	184.5	4.2261995045177955e-05
HLTF	MMP7	catalyze	->	1.0	catalyze	0	inter	4	10	25.5	1.2	13.35	0.1796	0.05	142	24	2.0021993154811365e-05	8.357809473361297e-07	background	pathway_bridge	83.0	1.0428887051073748e-05
HLTF	MSH2	predicted	-	0.92	predicted	0	inter	4	11	25.5	44.0	34.75	0.1796	0.1457	142	302	2.0021993154811365e-05	7.356644248260376e-05	background	pathway_bridge	222.0	4.679421781870756e-05
HLTF	MYCN	catalyze	->	1.0	catalyze	0	inter	4	20	25.5	48.05	36.775	0.1796	0.0353	142	1361	2.0021993154811365e-05	0.0015698387257573666	background	structural_hub	751.5	0.0007949303594560889
HLTF	NFYB	expression regulated by	<-	1.0	expression	0	inter	4	19	25.5	9.737	17.618	0.1796	0.1803	142	54	2.0021993154811365e-05	1.3990141789846263e-06	background	pathway_bridge	98.0	1.0710503666897996e-05
HLTF	PBRM1	predicted	-	0.92	predicted	0	inter	4	11	25.5	38.818	32.159	0.1796	0.1725	142	225	2.0021993154811365e-05	0.00010657665293572689	background	pathway_bridge	183.5	6.329932304526913e-05
HLTF	PPARD	catalyze	->	1.0	catalyze	0	inter	4	11	25.5	18.273	21.886	0.1796	0.1676	142	109	2.0021993154811365e-05	1.5724011346164274e-05	background	pathway_bridge	125.5	1.7873002250487817e-05
HLTF	PYGO1	complex; input	-	1.0	complex	0	inter	4	5	25.5	3.4	14.45	0.1796	0.1417	142	24	2.0021993154811365e-05	8.904246360523756e-07	background	background	83.0	1.045620889543187e-05
HLTF	PYGO2	complex; input	-	1.0	complex	0	inter	4	5	25.5	13.0	19.25	0.1796	0.25	142	52	2.0021993154811365e-05	1.7141781312616229e-06	background	background	97.0	1.0868085643036494e-05
HLTF	RFC2	predicted	-	0.88	predicted	0	inter	4	57	25.5	18.035	21.768	0.1796	0.1019	142	177	2.0021993154811365e-05	1.1519665860658638e-05	background	pathway_bridge	159.5	1.5770829507735002e-05
HLTF	RFC5	predicted	-	0.94	predicted	0	inter	4	57	25.5	16.632	21.066	0.1796	0.0815	142	204	2.0021993154811365e-05	3.832525091849327e-05	background	pathway_bridge	173.0	2.9173622036652317e-05
HLTF	RPA2	predicted	-	0.93	predicted	0	inter	4	75	25.5	74.027	49.763	0.1796	0.0256	142	2894	2.0021993154811365e-05	0.005853276915420768	background	structural_hub	1518.0	0.0029366494542877896
HLTF	RPA3	predicted	-	0.89	predicted	0	inter	4	75	25.5	69.733	47.617	0.1796	0.0243	142	2864	2.0021993154811365e-05	0.004934176715041141	background	structural_hub	1503.0	0.002477099354097976
HLTF	S100A10	predicted	-	0.91	predicted	0	inter	4	2	25.5	6.0	15.75	0.1796	0.05	142	120	2.0021993154811365e-05	0.00011405773526329011	background	background	131.0	6.703986420905074e-05
HLTF	SMARCB1	predicted	-	0.9	predicted	0	inter	4	21	25.5	68.81	47.155	0.1796	0.0864	142	796	2.0021993154811365e-05	0.001229681280849798	background	structural_hub	469.0	0.0006248516370023046
HLTF	SP1	predicted	-	0.88	predicted	0	inter	4	47	25.5	33.383	29.441	0.1796	0.0982	142	340	2.0021993154811365e-05	0.00016108874558940663	background	pathway_bridge	241.0	9.055536937210899e-05
HLTF	SSRP1	predicted	-	0.92	predicted	0	inter	4	29	25.5	61.552	43.526	0.1796	0.0917	142	671	2.0021993154811365e-05	0.0002661020992245585	background	pathway_bridge	406.5	0.00014306204618968495
HLTF	TBXT	catalyze	->	1.0	catalyze	0	inter	4	7	25.5	7.714	16.607	0.1796	0.0665	142	116	2.0021993154811365e-05	3.745207391478766e-06	background	pathway_bridge	129.0	1.1883600273145065e-05
HLTF	TCF7L1	catalyze; complex; input	->	1.0	catalyze	0	inter	4	25	25.5	2.84	14.17	0.1796	0.2029	142	14	2.0021993154811365e-05	2.5786071628423203e-08	background	pathway_bridge	78.0	1.0023889613219894e-05
HMGA1	JUND	expression regulated by	<-	1.0	expression	0	inter	17	15	38.176	13.267	25.722	0.0924	0.1746	413	76	0.00227901937890738	4.4019733504822096e-06	structural_hub	pathway_bridge	244.5	0.001141710676128931
HMGA1	PRKDC	predicted	-	0.88	predicted	0	inter	17	12	38.176	59.417	48.797	0.0924	0.0838	413	709	0.00227901937890738	0.0006681127264108829	structural_hub	pathway_bridge	561.0	0.0014735660526591316
HMGA1	RPS6KB1	activated by	<-	1.0	activate	0	inter	17	3	38.176	23.0	30.588	0.0924	0.2035	413	113	0.00227901937890738	1.5545696220548336e-05	structural_hub	background	263.0	0.0011472825375639642
HMGA1	SMARCA4	predicted	-	0.88	predicted	0	inter	17	43	38.176	60.0	49.088	0.0924	0.0726	413	827	0.00227901937890738	0.00044588804799320725	structural_hub	pathway_bridge	620.0	0.0013624537134502936
HMGA1	STAT6	activated by; inhibit	<-|	1.0	inhibit	0	inter	17	14	38.176	10.857	24.517	0.0924	0.1429	413	76	0.00227901937890738	9.523132955098459e-06	structural_hub	pathway_bridge	244.5	0.0011442712559312392
HMGA2	NUMA1	predicted	-	0.91	predicted	0	inter	5	6	22.4	54.0	38.2	0.1589	0.1134	141	476	2.6237528234105413e-05	0.0002826386915176313	background	pathway_bridge	308.5	0.00015443810987586835
HMGA2	PARP1	predicted	-	0.92	predicted	0	inter	5	30	22.4	100.667	61.533	0.1589	0.0769	141	1309	2.6237528234105413e-05	0.002807831297265709	background	structural_hub	725.0	0.0014170344127499071
HMGA2	PSIP1	predicted	-	0.91	predicted	0	inter	5	16	22.4	20.812	21.606	0.1589	0.0991	141	210	2.6237528234105413e-05	2.1689814028460377e-05	background	pathway_bridge	175.5	2.3963671131282893e-05
HMGA2	RUNX1	predicted	-	0.93	predicted	0	inter	5	32	22.4	28.094	25.247	0.1589	0.0956	141	294	2.6237528234105413e-05	0.00016896302463870178	background	pathway_bridge	217.5	9.76002764364036e-05
HMGA2	SMAD2	predicted	-	0.91	predicted	0	inter	5	28	22.4	39.964	31.182	0.1589	0.1269	141	315	2.6237528234105413e-05	0.0001724717405409421	background	pathway_bridge	228.0	9.935463438752375e-05
HMGA2	SP3	expression regulated by	<-	1.0	expression	0	inter	5	5	22.4	14.6	18.5	0.1589	0.1921	141	76	2.6237528234105413e-05	1.6193362234441575e-05	background	background	108.5	2.1215445234273494e-05
HMGA2	TOP2A	predicted	-	0.92	predicted	0	inter	5	10	22.4	58.6	40.5	0.1589	0.1136	141	516	2.6237528234105413e-05	0.00015000007408735153	background	pathway_bridge	328.5	8.811880116072847e-05
HMGA2	VRK1	predicted	-	0.91	predicted	0	inter	5	9	22.4	15.556	18.978	0.1589	0.0558	141	279	2.6237528234105413e-05	0.0001425427863144476	background	pathway_bridge	210.0	8.43901572742765e-05
HMGA2	XRCC5	predicted	-	0.91	predicted	0	inter	5	17	22.4	45.176	33.788	0.1589	0.0869	141	520	2.6237528234105413e-05	0.00028907574970026044	background	pathway_bridge	330.5	0.00015765663896718293
HMGA2	ZNF263	expression regulated by	<-	1.0	expression	0	inter	5	3	22.4	27.333	24.867	0.1589	0.1898	141	144	2.6237528234105413e-05	2.031790840020362e-05	background	background	142.5	2.3277718317154518e-05
HMGB1	HTT	predicted	-	0.92	predicted	0	inter	46	5	20.848	39.6	30.224	0.0368	0.1196	567	331	0.0004591654636196967	0.00020272449962180266	pathway_bridge	background	449.0	0.0003309449816207497
HMGB1	KPNA6	predicted	-	0.89	predicted	0	inter	46	4	20.848	5.25	13.049	0.0368	0.0302	567	174	0.0004591654636196967	1.3095685067360822e-05	pathway_bridge	background	370.5	0.00023613057434352877
HMGB1	NFIC	expression regulated by	<-	1.0	expression	0	inter	46	4	20.848	60.5	40.674	0.0368	0.0742	567	815	0.0004591654636196967	0.0008340220199170767	pathway_bridge	pathway_bridge	691.0	0.0006465937417683867
HMGB1	PCNA	predicted	-	0.92	predicted	0	inter	46	63	20.848	33.508	27.178	0.0368	0.0687	567	488	0.0004591654636196967	0.0002791867311635731	pathway_bridge	pathway_bridge	527.5	0.00036917609739163494
HMGB1	POU5F1	expression regulated by	<-	1.0	expression	0	inter	46	9	20.848	11.111	15.979	0.0368	0.0336	567	331	0.0004591654636196967	0.00021994781174115678	pathway_bridge	pathway_bridge	449.0	0.00033955663768042677
HMGB1	PRKCZ	predicted	-	0.89	predicted	0	inter	46	18	20.848	23.722	22.285	0.0368	0.0661	567	359	0.0004591654636196967	0.000173709159626724	pathway_bridge	pathway_bridge	463.0	0.00031643731162321034
HMGB1	RASAL2	predicted	-	0.89	predicted	0	inter	46	10	20.848	25.8	23.324	0.0368	0.1654	567	156	0.0004591654636196967	1.2606845927409654e-05	pathway_bridge	pathway_bridge	361.5	0.00023588615477355317
HMGB1	SIRT1	predicted	-	0.91	predicted	0	inter	46	32	20.848	31.594	26.221	0.0368	0.0802	567	394	0.0004591654636196967	0.00024360788331990985	pathway_bridge	pathway_bridge	480.5	0.0003513866734698033
HMGB1	SMARCA2	predicted	-	0.89	predicted	0	inter	46	21	20.848	45.81	33.329	0.0368	0.1363	567	336	0.0004591654636196967	0.000546598020585631	pathway_bridge	pathway_bridge	451.5	0.0005028817421026639
HMGB1	SMARCA5	predicted	-	0.92	predicted	0	inter	46	14	20.848	36.429	28.638	0.0368	0.0899	567	405	0.0004591654636196967	6.49322565585186e-05	pathway_bridge	pathway_bridge	486.0	0.00026204886008910765
HMGB1	SMARCD1	predicted	-	0.89	predicted	0	inter	46	22	20.848	37.682	29.265	0.0368	0.1145	567	329	0.0004591654636196967	0.0002787659088913199	pathway_bridge	pathway_bridge	448.0	0.00036896568625550833
HMGB1	SMARCD3	predicted	-	0.89	predicted	0	inter	46	42	20.848	14.905	17.876	0.0368	0.1537	567	97	0.0004591654636196967	7.031254160029444e-06	pathway_bridge	pathway_bridge	332.0	0.00023309835888986308
HMGB1	SMC5	predicted	-	0.89	predicted	0	inter	46	5	20.848	90.4	55.624	0.0368	0.0927	567	975	0.0004591654636196967	0.0009564060881499144	pathway_bridge	pathway_bridge	771.0	0.0007077857758848056
HMGB1	SUPT6H	predicted	-	0.89	predicted	0	inter	46	5	20.848	39.2	30.024	0.0368	0.1823	567	215	0.0004591654636196967	6.079488133973542e-05	pathway_bridge	background	391.0	0.00025998017247971604
HMGB1	TERF2IP	predicted	-	0.89	predicted	0	inter	46	28	20.848	17.643	19.245	0.0368	0.0319	567	553	0.0004591654636196967	0.0006322056673403365	pathway_bridge	pathway_bridge	560.0	0.0005456855654800166
HMGB1	TFAM	predicted	-	0.94	predicted	0	inter	46	6	20.848	45.833	33.341	0.0368	0.1068	567	429	0.0004591654636196967	0.00019295633132519104	pathway_bridge	pathway_bridge	498.0	0.0003260608974724439
HMGB1	TLE1	predicted	-	0.91	predicted	0	inter	46	19	20.848	13.053	16.95	0.0368	0.0634	567	206	0.0004591654636196967	0.0014137941350228734	pathway_bridge	structural_hub	386.5	0.0009364797993212851
HMGB1	TOP2A	predicted	-	0.91	predicted	0	inter	46	10	20.848	58.6	39.724	0.0368	0.1136	567	516	0.0004591654636196967	0.00015000007408735153	pathway_bridge	pathway_bridge	541.5	0.0003045827688535241
HMGB1	TOP2B	predicted	-	0.89	predicted	0	inter	46	5	20.848	42.6	31.724	0.0368	0.1578	567	270	0.0004591654636196967	2.764166459166517e-05	pathway_bridge	background	418.5	0.00024340356410568095
HMGB1	XPA	predicted	-	0.89	predicted	0	inter	46	8	20.848	14.75	17.799	0.0368	0.1715	567	86	0.0004591654636196967	1.2178108934888822e-05	pathway_bridge	pathway_bridge	326.5	0.00023567178627729277
HMGB1	XPC	predicted	-	0.89	predicted	0	inter	46	10	20.848	24.3	22.574	0.0368	0.1509	567	161	0.0004591654636196967	2.0774890499077907e-05	pathway_bridge	pathway_bridge	364.0	0.0002399701770593873
HMGB2	HSPA8	predicted	-	0.96	predicted	0	inter	4	52	6.0	128.481	67.24	0.0235	0.0587	255	2190	5.731481723828103e-05	0.009922615776397645	background	structural_hub	1222.5	0.004989965296817963
HMGB2	KDM4D	predicted	-	0.93	predicted	0	inter	4	3	6.0	4.0	5.0	0.0235	0.0976	255	41	5.731481723828103e-05	1.6430585727199734e-06	background	background	148.0	2.9478937905500502e-05
HMGB2	KIFC1	predicted	-	0.89	predicted	0	inter	4	8	6.0	1.5	3.75	0.0235	0.0155	255	97	5.731481723828103e-05	2.1128171789955354e-06	background	pathway_bridge	176.0	2.9713817208638282e-05
HMGB2	MND1	predicted	-	0.94	predicted	0	inter	4	4	6.0	3.75	4.875	0.0235	0.0781	255	48	5.731481723828103e-05	1.2185990265962372e-06	background	background	151.5	2.9266708132438633e-05
HMGB2	NEDD4	predicted	-	0.89	predicted	0	inter	4	15	6.0	46.2	26.1	0.0235	0.0815	255	567	5.731481723828103e-05	0.0014805316337489448	background	structural_hub	411.0	0.000768923225493613
HMGB2	NFYA	expression regulated by	<-	1.0	expression	0	inter	4	19	6.0	13.895	9.947	0.0235	0.1418	255	98	5.731481723828103e-05	3.242458222088748e-05	background	pathway_bridge	176.5	4.486969972958426e-05
HMGB2	NFYB	expression regulated by	<-	1.0	expression	0	inter	4	19	6.0	9.737	7.868	0.0235	0.1803	255	54	5.731481723828103e-05	1.3990141789846263e-06	background	pathway_bridge	154.5	2.9356915708632827e-05
HMGB2	NME2	complex	-	1.0	complex	0	inter	4	9	6.0	21.222	13.611	0.0235	0.0873	255	243	5.731481723828103e-05	0.00022326076712532079	background	pathway_bridge	249.0	0.0001402877921818009
HMGB2	PDIA3	predicted	-	0.94	predicted	0	inter	4	17	6.0	50.647	28.324	0.0235	0.1025	255	494	5.731481723828103e-05	0.0005175097962772169	background	pathway_bridge	374.5	0.00028741230675774894
HMGB2	PKNOX1	predicted	-	0.89	predicted	0	inter	4	3	6.0	5.667	5.833	0.0235	0.0798	255	71	5.731481723828103e-05	1.6955069249515023e-05	background	background	163.0	3.713494324389803e-05
HMGB2	POU5F1	expression regulated by	<-	1.0	expression	0	inter	4	9	6.0	11.111	8.556	0.0235	0.0336	255	331	5.731481723828103e-05	0.00021994781174115678	background	pathway_bridge	293.0	0.00013863131448971892
HMGB2	PRKCB	predicted	-	0.89	predicted	0	inter	4	40	6.0	21.0	13.5	0.0235	0.1055	255	199	5.731481723828103e-05	0.00012906230941112234	background	pathway_bridge	227.0	9.318856332470168e-05
HMGB2	PRKCZ	predicted	-	0.89	predicted	0	inter	4	18	6.0	23.722	14.861	0.0235	0.0661	255	359	5.731481723828103e-05	0.000173709159626724	background	pathway_bridge	307.0	0.00011551198843250251
HMGB2	PTTG1	predicted	-	0.92	predicted	0	inter	4	12	6.0	13.333	9.667	0.0235	0.226	255	59	5.731481723828103e-05	2.8636120885789917e-06	background	pathway_bridge	157.0	3.008921466343001e-05
HMGB2	RACGAP1	predicted	-	0.88	predicted	0	inter	4	23	6.0	17.913	11.957	0.0235	0.087	255	206	5.731481723828103e-05	4.20826513908617e-05	background	pathway_bridge	230.5	4.9698734314571366e-05
HMGB2	RACK1	predicted	-	0.89	predicted	0	inter	4	14	6.0	25.357	15.679	0.0235	0.0376	255	674	5.731481723828103e-05	0.0005179454190615001	background	pathway_bridge	464.5	0.00028763011814989057
HMGB2	RAD51	predicted	-	0.91	predicted	0	inter	4	29	6.0	27.897	16.948	0.0235	0.1234	255	226	5.731481723828103e-05	0.00032381814921287407	background	pathway_bridge	240.5	0.00019056648322557756
HMGB2	RPL10	predicted	-	0.89	predicted	0	inter	4	41	6.0	96.61	51.305	0.0235	0.1388	255	696	5.731481723828103e-05	0.000250536715626864	background	pathway_bridge	475.5	0.00015392576643257253
HMGB2	RPL11	predicted	-	0.89	predicted	0	inter	4	41	6.0	100.171	53.085	0.0235	0.1565	255	640	5.731481723828103e-05	0.00022309419527489832	background	pathway_bridge	447.5	0.00014020450625658968
HMGB2	RPL39	predicted	-	0.89	predicted	0	inter	4	41	6.0	22.073	14.037	0.0235	0.1936	255	114	5.731481723828103e-05	2.311850899143415e-05	background	pathway_bridge	184.5	4.021666311485759e-05
HMGB2	RPS19	predicted	-	0.89	predicted	0	inter	4	51	6.0	86.157	46.078	0.0235	0.1365	255	631	5.731481723828103e-05	0.00023560986519655962	background	pathway_bridge	443.0	0.00014646234121742032
HMGB2	RPS6KA1	predicted	-	0.89	predicted	0	inter	4	50	6.0	15.02	10.51	0.0235	0.074	255	203	5.731481723828103e-05	0.00012555774405029874	background	pathway_bridge	229.0	9.143628064428988e-05
HMGB2	RPS6KA3	predicted	-	0.89	predicted	0	inter	4	48	6.0	17.5	11.75	0.0235	0.0879	255	199	5.731481723828103e-05	7.133679475451614e-05	background	pathway_bridge	227.0	6.432580599639859e-05
HMGB2	RPS6KA4	predicted	-	0.89	predicted	0	inter	4	5	6.0	9.2	7.6	0.0235	0.107	255	86	5.731481723828103e-05	3.0146861975014317e-05	background	background	170.5	4.373083960664767e-05
HMGB2	RPS7	predicted	-	0.89	predicted	0	inter	4	52	6.0	76.673	41.337	0.0235	0.1614	255	475	5.731481723828103e-05	0.00013214205182575438	background	pathway_bridge	365.0	9.47284345320177e-05
HMGB2	SET	predicted	-	0.92	predicted	0	inter	4	7	6.0	21.714	13.857	0.0235	0.0754	255	288	5.731481723828103e-05	0.0001514273142180877	background	pathway_bridge	271.5	0.00010437106572818436
HMGB2	SMARCB1	predicted	-	0.93	predicted	0	inter	4	21	6.0	68.81	37.405	0.0235	0.0864	255	796	5.731481723828103e-05	0.001229681280849798	background	structural_hub	525.5	0.0006434980490440395
HMGB2	SMC5	predicted	-	0.89	predicted	0	inter	4	5	6.0	90.4	48.2	0.0235	0.0927	255	975	5.731481723828103e-05	0.0009564060881499144	background	pathway_bridge	615.0	0.0005068604526940977
HMGB2	SP100	predicted	-	0.88	predicted	0	inter	4	9	6.0	19.333	12.667	0.0235	0.0925	255	209	5.731481723828103e-05	5.4647902823951944e-05	background	pathway_bridge	232.0	5.5981360031116483e-05
HMGB2	SSRP1	predicted	-	0.96	predicted	0	inter	4	29	6.0	61.552	33.776	0.0235	0.0917	255	671	5.731481723828103e-05	0.0002661020992245585	background	pathway_bridge	463.0	0.00016170845823141979
HMGB2	SUPT16H	predicted	-	0.89	predicted	0	inter	4	29	6.0	36.586	21.293	0.0235	0.0851	255	430	5.731481723828103e-05	0.00012597503836173988	background	pathway_bridge	342.5	9.164492780001045e-05
