gene1	gene2	annotation	direction	score	ann_class	shared_pathways	pathway_type	n_pathways_g1	n_pathways_g2	local_degree_g1	local_degree_g2	mean_local_degree	ratio_g1	ratio_g2	global_degree_g1	global_degree_g2	betweenness_g1	betweenness_g2	taxonomy_g1	taxonomy_g2	mean_global_degree	mean_betweenness
CDC7	KIF11	predicted	-	0.91	predicted	0	inter	14	11	18.286	15.182	16.734	0.1511	0.0584	121	260	7.086234196008773e-05	0.00012868436308227342	pathway_bridge	pathway_bridge	190.5	9.977335252118058e-05
CDC7	KIF14	predicted	-	0.88	predicted	0	inter	14	8	18.286	124.75	71.518	0.1511	0.0697	121	1790	7.086234196008773e-05	0.004722869314926928	pathway_bridge	structural_hub	955.5	0.0023968658284435076
CDC7	MAPK6	predicted	-	0.92	predicted	0	inter	14	3	18.286	68.0	43.143	0.1511	0.1435	121	474	7.086234196008773e-05	0.00038660895097859446	pathway_bridge	pathway_bridge	297.5	0.0002287356464693411
CDC7	PRC1	predicted	-	0.93	predicted	0	inter	14	5	18.286	90.2	54.243	0.1511	0.0936	121	964	7.086234196008773e-05	0.0008922878720375834	pathway_bridge	pathway_bridge	542.5	0.00048157510699883556
CDC7	STAT3	expression regulated by	<-	1.0	expression	0	inter	14	78	18.286	25.667	21.976	0.1511	0.0478	121	537	7.086234196008773e-05	0.0005483713813562177	pathway_bridge	pathway_bridge	329.0	0.00030961686165815273
CDC7	TIMELESS	predicted	-	0.91	predicted	0	inter	14	5	18.286	12.2	15.243	0.1511	0.1452	121	84	7.086234196008773e-05	1.031957180439894e-05	pathway_bridge	background	102.5	4.059095688224333e-05
CDC73	CIAO1	predicted	-	0.89	predicted	0	inter	25	2	47.28	27.0	37.14	0.1225	0.0912	386	296	0.00014474835714465184	0.0002227939196742885	pathway_bridge	pathway_bridge	341.0	0.0001837711384094702
CDC73	DNAJA1	predicted	-	0.89	predicted	0	inter	25	4	47.28	50.0	48.64	0.1225	0.0917	386	545	0.00014474835714465184	0.00039807842798019074	pathway_bridge	pathway_bridge	465.5	0.0002714133925624213
CDC73	EBF1	expression regulated by	<-	1.0	expression	0	inter	25	6	47.28	1.0	24.14	0.1225	0.0667	386	15	0.00014474835714465184	2.337716873910303e-07	pathway_bridge	pathway_bridge	200.5	7.249106441602143e-05
CDC73	NANOG	predicted	-	0.91	predicted	0	inter	25	12	47.28	11.5	29.39	0.1225	0.0485	386	237	0.00014474835714465184	0.00011039340307099524	pathway_bridge	pathway_bridge	311.5	0.00012757088010782353
CDC73	PKM	predicted	-	0.89	predicted	0	inter	25	19	47.28	27.158	37.219	0.1225	0.0557	386	488	0.00014474835714465184	0.0003672465105381398	pathway_bridge	pathway_bridge	437.0	0.00025599743384139585
CDCA5	EME1	predicted	-	0.94	predicted	0	inter	10	8	17.9	7.0	12.45	0.1243	0.1458	144	48	2.1739575910088e-05	8.12056817969728e-06	pathway_bridge	pathway_bridge	96.0	1.4930072044892639e-05
CDCA5	FAM83D	predicted	-	0.89	predicted	0	inter	10	3	17.9	11.0	14.45	0.1243	0.1325	144	83	2.1739575910088e-05	1.9829695338906797e-05	pathway_bridge	background	113.5	2.07846356244974e-05
CDCA5	HELLS	predicted	-	0.9	predicted	0	inter	10	4	17.9	12.75	15.325	0.1243	0.0685	144	186	2.1739575910088e-05	9.60176018472616e-05	pathway_bridge	background	165.0	5.88785888786748e-05
CDCA5	KIF11	predicted	-	0.89	predicted	0	inter	10	11	17.9	15.182	16.541	0.1243	0.0584	144	260	2.1739575910088e-05	0.00012868436308227342	pathway_bridge	pathway_bridge	202.0	7.52119694961807e-05
CDCA5	KIF14	predicted	-	0.95	predicted	0	inter	10	8	17.9	124.75	71.325	0.1243	0.0697	144	1790	2.1739575910088e-05	0.004722869314926928	pathway_bridge	structural_hub	967.0	0.0023723044454185076
CDCA5	KIF18B	predicted	-	0.97	predicted	0	inter	10	8	17.9	2.75	10.325	0.1243	0.0423	144	65	2.1739575910088e-05	2.82166113667771e-06	pathway_bridge	pathway_bridge	104.5	1.2280618523382856e-05
CDCA5	KIF22	predicted	-	0.91	predicted	0	inter	10	11	17.9	8.091	12.995	0.1243	0.0632	144	128	2.1739575910088e-05	1.3740492008437292e-05	pathway_bridge	pathway_bridge	136.0	1.7740033959262644e-05
CDCA5	KIFC1	predicted	-	0.98	predicted	0	inter	10	8	17.9	1.5	9.7	0.1243	0.0155	144	97	2.1739575910088e-05	2.1128171789955354e-06	pathway_bridge	pathway_bridge	120.5	1.1926196544541768e-05
CDCA5	POLQ	predicted	-	0.94	predicted	0	inter	10	4	17.9	2.75	10.325	0.1243	0.1375	144	20	2.1739575910088e-05	6.444169060973971e-08	pathway_bridge	background	82.0	1.090200880034887e-05
CDCA5	PRC1	predicted	-	0.97	predicted	0	inter	10	5	17.9	90.2	54.05	0.1243	0.0936	144	964	2.1739575910088e-05	0.0008922878720375834	pathway_bridge	pathway_bridge	554.0	0.00045701372397383567
CDCA5	RACGAP1	predicted	-	0.96	predicted	0	inter	10	23	17.9	17.913	17.907	0.1243	0.087	144	206	2.1739575910088e-05	4.20826513908617e-05	pathway_bridge	pathway_bridge	175.0	3.1911113650474855e-05
CDCA5	TACC3	predicted	-	0.96	predicted	0	inter	10	6	17.9	6.5	12.2	0.1243	0.0425	144	153	2.1739575910088e-05	6.664049787165312e-05	pathway_bridge	pathway_bridge	148.5	4.419003689087056e-05
CDCA5	TIMELESS	predicted	-	0.92	predicted	0	inter	10	5	17.9	12.2	15.05	0.1243	0.1452	144	84	2.1739575910088e-05	1.031957180439894e-05	pathway_bridge	background	114.0	1.602957385724347e-05
CDCA8	KIF11	predicted	-	0.98	predicted	0	inter	23	11	15.826	15.182	15.504	0.1353	0.0584	117	260	1.2717129837105951e-05	0.00012868436308227342	pathway_bridge	pathway_bridge	188.5	7.070074645968968e-05
CDCA8	KIF15	predicted	-	0.98	predicted	0	inter	23	11	15.826	6.455	11.14	0.1353	0.0672	117	96	1.2717129837105951e-05	3.070982297942831e-05	pathway_bridge	pathway_bridge	106.5	2.1713476408267132e-05
CDCA8	KIF18B	predicted	-	0.96	predicted	0	inter	23	8	15.826	2.75	9.288	0.1353	0.0423	117	65	1.2717129837105951e-05	2.82166113667771e-06	pathway_bridge	pathway_bridge	91.0	7.769395486891831e-06
CDCA8	KIF20B	predicted	-	0.92	predicted	0	inter	23	8	15.826	2.875	9.351	0.1353	0.0313	117	92	1.2717129837105951e-05	9.233196492646118e-06	pathway_bridge	pathway_bridge	104.5	1.0975163164876036e-05
CDCA8	KIF22	predicted	-	0.92	predicted	0	inter	23	11	15.826	8.091	11.958	0.1353	0.0632	117	128	1.2717129837105951e-05	1.3740492008437292e-05	pathway_bridge	pathway_bridge	122.5	1.3228810922771621e-05
CDCA8	KIF4A	predicted	-	0.98	predicted	0	inter	23	16	15.826	7.75	11.788	0.1353	0.0724	117	107	1.2717129837105951e-05	4.7426764488697075e-05	pathway_bridge	pathway_bridge	112.0	3.0071947162901513e-05
CDCA8	KIFC1	predicted	-	0.98	predicted	0	inter	23	8	15.826	1.5	8.663	0.1353	0.0155	117	97	1.2717129837105951e-05	2.1128171789955354e-06	pathway_bridge	pathway_bridge	107.0	7.414973508050743e-06
CDCA8	TIMELESS	predicted	-	0.91	predicted	0	inter	23	5	15.826	12.2	14.013	0.1353	0.1452	117	84	1.2717129837105951e-05	1.031957180439894e-05	pathway_bridge	background	100.5	1.1518350820752447e-05
CDCA8	UHRF1	predicted	-	0.93	predicted	0	inter	23	6	15.826	27.667	21.746	0.1353	0.1412	117	196	1.2717129837105951e-05	7.445841480527499e-05	pathway_bridge	pathway_bridge	156.5	4.358777232119047e-05
CDH1	CDH23	input	-	1.0	other	0	inter	47	4	36.723	1.0	18.862	0.051	0.0149	720	67	0.000803892173929623	1.1240378474048257e-05	pathway_bridge	background	393.5	0.00040756627620183565
CDH1	EXOC3	activate	->	1.0	activate	0	inter	47	11	36.723	16.636	26.68	0.051	0.1147	720	145	0.000803892173929623	2.7496217722958073e-05	pathway_bridge	pathway_bridge	432.5	0.00041569419582629055
CDH1	EXOC4	activate	->	1.0	activate	0	inter	47	11	36.723	20.636	28.68	0.051	0.0987	720	209	0.000803892173929623	3.571498149401429e-05	pathway_bridge	pathway_bridge	464.5	0.00041980357771181866
CDH1	KIFC3	activate	->	1.0	activate	0	inter	47	4	36.723	9.75	23.237	0.051	0.0395	720	247	0.000803892173929623	0.00015083869477897343	pathway_bridge	background	483.5	0.00047736543435429824
CDH1	MGAT3	activate	->	1.0	activate	0	inter	47	5	36.723	0.4	18.562	0.051	0.1333	720	3	0.000803892173929623	3.668549460666197e-08	pathway_bridge	background	361.5	0.00040196442971211484
CDH1	PCDH15	input	-	1.0	other	0	inter	47	4	36.723	0.0	18.362	0.051	0.0	720	5	0.000803892173929623	1.2333841160296387e-08	pathway_bridge	background	362.5	0.0004019522538853917
CDH10	CDH23	input	-	1.0	other	0	inter	4	4	2.0	1.0	1.5	0.3333	0.0149	6	67	2.5812234804873657e-08	1.1240378474048257e-05	specialist	background	36.5	5.633095354426565e-06
CDH10	CTNNA2	complex; input	-	1.0	complex	0	inter	4	2	2.0	7.0	4.5	0.3333	0.1207	6	58	2.5812234804873657e-08	6.131568870636854e-06	specialist	background	32.0	3.078690552720864e-06
CDH10	PCDH15	input	-	1.0	other	0	inter	4	4	2.0	0.0	1.0	0.3333	0.0	6	5	2.5812234804873657e-08	1.2333841160296387e-08	specialist	background	5.5	1.9073037982585023e-08
CDH10	PCDH7	input	-	1.0	other	0	inter	4	10	2.0	30.5	16.25	0.3333	0.1078	6	283	2.5812234804873657e-08	0.00011630025891001849	specialist	pathway_bridge	144.5	5.816303557241168e-05
CDH11	CDH23	input	-	1.0	other	0	inter	10	4	3.3	1.0	2.15	0.2538	0.0149	13	67	1.5641981791092444e-06	1.1240378474048257e-05	pathway_bridge	background	40.0	6.40228832657875e-06
CDH11	CTNNA2	complex; input	-	1.0	complex	0	inter	10	2	3.3	7.0	5.15	0.2538	0.1207	13	58	1.5641981791092444e-06	6.131568870636854e-06	pathway_bridge	background	35.5	3.8478835248730496e-06
CDH11	DSC3	predicted	-	0.89	predicted	0	inter	10	3	3.3	10.667	6.983	0.2538	0.0896	13	119	1.5641981791092444e-06	1.2294997513309849e-05	pathway_bridge	background	66.0	6.929597846209546e-06
CDH11	PCDH15	input	-	1.0	other	0	inter	10	4	3.3	0.0	1.65	0.2538	0.0	13	5	1.5641981791092444e-06	1.2333841160296387e-08	pathway_bridge	background	9.0	7.882660101347704e-07
CDH11	PCDH7	input	-	1.0	other	0	inter	10	10	3.3	30.5	16.9	0.2538	0.1078	13	283	1.5641981791092444e-06	0.00011630025891001849	pathway_bridge	pathway_bridge	148.0	5.8932228544563866e-05
CDH11	PDGFRA	predicted	-	0.9	predicted	0	inter	10	18	3.3	27.389	15.344	0.2538	0.0759	13	361	1.5641981791092444e-06	0.00038915478176422183	pathway_bridge	pathway_bridge	187.0	0.00019535948997166555
CDH12	CDH23	input	-	1.0	other	0	inter	4	4	4.0	1.0	2.5	0.2857	0.0149	14	67	3.2221105140446646e-07	1.1240378474048257e-05	specialist	background	40.5	5.7812947627263615e-06
CDH12	CTNNA2	complex; input	-	1.0	complex	0	inter	4	2	4.0	7.0	5.5	0.2857	0.1207	14	58	3.2221105140446646e-07	6.131568870636854e-06	specialist	background	36.0	3.2268899610206603e-06
CDH12	PCDH15	input	-	1.0	other	0	inter	4	4	4.0	0.0	2.0	0.2857	0.0	14	5	3.2221105140446646e-07	1.2333841160296387e-08	specialist	background	9.5	1.6727244628238143e-07
CDH12	PCDH7	input	-	1.0	other	0	inter	4	10	4.0	30.5	17.25	0.2857	0.1078	14	283	3.2221105140446646e-07	0.00011630025891001849	specialist	pathway_bridge	148.5	5.8311234980711475e-05
CDH13	CDH23	input	-	1.0	other	0	inter	4	4	1.0	1.0	1.0	0.0233	0.0149	43	67	1.3652631699165767e-06	1.1240378474048257e-05	specialist	background	55.0	6.302820821982417e-06
CDH13	CTNNA2	complex; input	-	1.0	complex	0	inter	4	2	1.0	7.0	4.0	0.0233	0.1207	43	58	1.3652631699165767e-06	6.131568870636854e-06	specialist	background	50.5	3.7484160202767156e-06
CDH13	PCDH15	input	-	1.0	other	0	inter	4	4	1.0	0.0	0.5	0.0233	0.0	43	5	1.3652631699165767e-06	1.2333841160296387e-08	specialist	background	24.0	6.887985055384366e-07
CDH13	PCDH7	input	-	1.0	other	0	inter	4	10	1.0	30.5	15.75	0.0233	0.1078	43	283	1.3652631699165767e-06	0.00011630025891001849	specialist	pathway_bridge	163.0	5.883276103996753e-05
CDH15	CDH23	input	-	1.0	other	0	inter	6	4	0.667	1.0	0.833	0.0476	0.0149	14	67	6.642998783750935e-07	1.1240378474048257e-05	pathway_bridge	background	40.5	5.952339176211675e-06
CDH15	PCDH15	input	-	1.0	other	0	inter	6	4	0.667	0.0	0.333	0.0476	0.0	14	5	6.642998783750935e-07	1.2333841160296387e-08	pathway_bridge	background	9.5	3.3831685976769493e-07
CDH15	PCDH7	input	-	1.0	other	0	inter	6	10	0.667	30.5	15.583	0.0476	0.1078	14	283	6.642998783750935e-07	0.00011630025891001849	pathway_bridge	pathway_bridge	148.5	5.848227939419679e-05
CDH17	CDH23	input	-	1.0	other	0	inter	4	4	0.0	1.0	0.5	0.0	0.0149	6	67	1.9542045697416386e-07	1.1240378474048257e-05	specialist	background	36.5	5.717899465511211e-06
CDH17	CTNNA2	complex; input	-	1.0	complex	0	inter	4	2	0.0	7.0	3.5	0.0	0.1207	6	58	1.9542045697416386e-07	6.131568870636854e-06	specialist	background	32.0	3.163494663805509e-06
CDH17	PCDH15	input	-	1.0	other	0	inter	4	4	0.0	0.0	0.0	0.0	0.0	6	5	1.9542045697416386e-07	1.2333841160296387e-08	specialist	background	5.5	1.0387714906723013e-07
CDH17	PCDH7	input	-	1.0	other	0	inter	4	10	0.0	30.5	15.25	0.0	0.1078	6	283	1.9542045697416386e-07	0.00011630025891001849	specialist	pathway_bridge	144.5	5.8247839683496325e-05
CDH18	CDH23	input	-	1.0	other	0	inter	4	4	2.0	1.0	1.5	0.4	0.0149	5	67	1.3806218547788566e-06	1.1240378474048257e-05	background	background	36.0	6.310500164413556e-06
CDH18	CTNNA2	complex; input	-	1.0	complex	0	inter	4	2	2.0	7.0	4.5	0.4	0.1207	5	58	1.3806218547788566e-06	6.131568870636854e-06	background	background	31.5	3.7560953627078555e-06
CDH18	PCDH15	input	-	1.0	other	0	inter	4	4	2.0	0.0	1.0	0.4	0.0	5	5	1.3806218547788566e-06	1.2333841160296387e-08	background	background	5.0	6.964778479695765e-07
CDH18	PCDH7	input	-	1.0	other	0	inter	4	10	2.0	30.5	16.25	0.4	0.1078	5	283	1.3806218547788566e-06	0.00011630025891001849	background	pathway_bridge	144.0	5.884044038239867e-05
CDH19	CDH23	input	-	1.0	other	0	inter	6	4	1.667	1.0	1.333	0.0575	0.0149	29	67	7.770287108781624e-07	1.1240378474048257e-05	background	background	48.0	6.008703592463209e-06
CDH19	CTNNA2	complex; input	-	1.0	complex	0	inter	6	2	1.667	7.0	4.333	0.0575	0.1207	29	58	7.770287108781624e-07	6.131568870636854e-06	background	background	43.5	3.4542987907575085e-06
CDH19	PCDH15	input	-	1.0	other	0	inter	6	4	1.667	0.0	0.833	0.0575	0.0	29	5	7.770287108781624e-07	1.2333841160296387e-08	background	background	17.0	3.9468127601922935e-07
CDH19	PCDH7	input	-	1.0	other	0	inter	6	10	1.667	30.5	16.083	0.0575	0.1078	29	283	7.770287108781624e-07	0.00011630025891001849	background	pathway_bridge	156.0	5.853864381044833e-05
CDH2	FER	activate; complex; reaction	->	1.0	activate	0	inter	13	3	11.154	14.0	12.577	0.0885	0.359	126	39	2.025408998926277e-05	3.313523603581259e-06	pathway_bridge	background	82.5	1.1783806796422014e-05
CDH2	FGF6	activate	->	1.0	activate	0	inter	13	54	11.154	1.278	6.216	0.0885	0.2556	126	5	2.025408998926277e-05	1.9498096504362913e-07	pathway_bridge	pathway_bridge	65.5	1.02245354771532e-05
CDH2	GJA1	activate	->	1.0	activate	0	inter	13	24	11.154	50.333	30.744	0.0885	0.0862	126	584	2.025408998926277e-05	0.0006076930243908008	pathway_bridge	pathway_bridge	355.0	0.00031397355719003174
CDH2	GRIA2	activate	->	1.0	activate	0	inter	13	15	11.154	5.0	8.077	0.0885	0.0893	126	56	2.025408998926277e-05	6.483082786217964e-06	pathway_bridge	pathway_bridge	91.0	1.3368586387740366e-05
CDH2	LRP5	complex; input	-	1.0	complex	0	inter	13	9	11.154	11.778	11.466	0.0885	0.1132	126	104	2.025408998926277e-05	0.00010211442044789078	pathway_bridge	pathway_bridge	115.0	6.118425521857677e-05
CDH2	MAPRE1	reaction	-	1.0	other	0	inter	13	32	11.154	45.844	28.499	0.0885	0.0878	126	522	2.025408998926277e-05	0.0002629201064993605	pathway_bridge	pathway_bridge	324.0	0.00014158709824431162
CDH2	NTRK2	activated by	<-	1.0	activate	0	inter	13	14	11.154	22.214	16.684	0.0885	0.1696	126	131	2.025408998926277e-05	1.6095385133980037e-05	pathway_bridge	pathway_bridge	128.5	1.8174737561621403e-05
CDH2	PTPN1	complex; input	-	1.0	complex	0	inter	13	29	11.154	28.172	19.663	0.0885	0.0449	126	628	2.025408998926277e-05	0.0003838553176608369	pathway_bridge	pathway_bridge	377.0	0.00020205470382504982
CDH2	PTPRK	predicted	-	0.91	predicted	0	inter	13	4	11.154	16.75	13.952	0.0885	0.0901	126	186	2.025408998926277e-05	7.565568729791717e-05	pathway_bridge	background	156.0	4.795488864358997e-05
CDH23	CDH24	input	-	1.0	other	0	inter	4	8	1.0	1.375	1.188	0.0149	0.2292	67	6	1.1240378474048257e-05	2.1012860860582454e-07	background	background	36.5	5.72525354132704e-06
CDH23	CDH3	input	-	1.0	other	0	inter	4	4	1.0	6.0	3.5	0.0149	0.2857	67	21	1.1240378474048257e-05	3.9880200950544444e-07	background	specialist	44.0	5.819590241776851e-06
CDH23	CDH4	input	-	1.0	other	0	inter	4	6	1.0	2.333	1.667	0.0149	0.2121	67	11	1.1240378474048257e-05	1.9551319545005283e-07	background	pathway_bridge	39.0	5.717945834749155e-06
CDH23	CDH5	input	-	1.0	other	0	inter	4	13	1.0	8.692	4.846	0.0149	0.0905	67	96	1.1240378474048257e-05	6.893843751179735e-06	background	pathway_bridge	81.5	9.067111112613996e-06
CDH23	CDH6	input	-	1.0	other	0	inter	4	4	1.0	2.0	1.5	0.0149	1.0	67	2	1.1240378474048257e-05	0.0	background	background	34.5	5.620189237024128e-06
CDH23	CDH7	input	-	1.0	other	0	inter	4	4	1.0	1.0	1.0	0.0149	0.1111	67	9	1.1240378474048257e-05	2.4889610642516895e-07	background	specialist	38.0	5.744637290236713e-06
CDH23	CDH8	input	-	1.0	other	0	inter	4	8	1.0	5.625	3.312	0.0149	0.2679	67	21	1.1240378474048257e-05	2.656920185020136e-07	background	background	44.0	5.753035246275135e-06
CDH23	CDH9	input	-	1.0	other	0	inter	4	4	1.0	1.0	1.0	0.0149	0.2	67	5	1.1240378474048257e-05	5.3830041739158665e-08	background	specialist	36.0	5.647104257893708e-06
CDH23	CTNNA1	complex	-	1.0	complex	0	inter	4	25	1.0	24.96	12.98	0.0149	0.0703	67	355	1.1240378474048257e-05	0.00016212648816659497	background	pathway_bridge	211.0	8.668343332032161e-05
CDH23	CTNNA2	complex; input	-	1.0	complex	0	inter	4	2	1.0	7.0	4.0	0.0149	0.1207	67	58	1.1240378474048257e-05	6.131568870636854e-06	background	background	62.5	8.685973672342555e-06
CDH23	CTNNB1	catalyzed by; complex; input	<-	1.0	catalyze	0	inter	4	96	1.0	53.198	27.099	0.0149	0.0546	67	975	1.1240378474048257e-05	0.0025971307095710014	background	structural_hub	521.0	0.0013041855440225248
CDH23	PCDH7	input	-	1.0	other	0	inter	4	10	1.0	30.5	15.75	0.0149	0.1078	67	283	1.1240378474048257e-05	0.00011630025891001849	background	pathway_bridge	175.0	6.377031869203337e-05
CDH23	PEAK1	predicted	-	0.88	predicted	0	inter	4	6	1.0	38.667	19.833	0.0149	0.2578	67	150	1.1240378474048257e-05	0.0001182868684248166	background	background	108.5	6.476362344943242e-05
CDH23	REST	expression regulated by	<-	1.0	expression	0	inter	4	23	1.0	36.087	18.543	0.0149	0.1393	67	259	1.1240378474048257e-05	4.946899964472483e-05	background	pathway_bridge	163.0	3.0354689059386543e-05
CDH24	CTNNA2	complex; input	-	1.0	complex	0	inter	8	2	1.375	7.0	4.188	0.2292	0.1207	6	58	2.1012860860582454e-07	6.131568870636854e-06	background	background	32.0	3.1708487396213394e-06
CDH24	PCDH15	input	-	1.0	other	0	inter	8	4	1.375	0.0	0.688	0.2292	0.0	6	5	2.1012860860582454e-07	1.2333841160296387e-08	background	background	5.5	1.1123122488306047e-07
CDH24	PCDH7	input	-	1.0	other	0	inter	8	10	1.375	30.5	15.938	0.2292	0.1078	6	283	2.1012860860582454e-07	0.00011630025891001849	background	pathway_bridge	144.5	5.8255193759312154e-05
CDH3	CTNNA2	complex; input	-	1.0	complex	0	inter	4	2	6.0	7.0	6.5	0.2857	0.1207	21	58	3.9880200950544444e-07	6.131568870636854e-06	specialist	background	39.5	3.2651854400711493e-06
CDH3	MMP1	catalyzed by	<-	1.0	catalyze	0	inter	4	13	6.0	2.692	4.346	0.2857	0.1795	21	15	3.9880200950544444e-07	2.956978244073229e-07	specialist	pathway_bridge	18.0	3.472499169563837e-07
CDH3	MMP13	catalyzed by	<-	1.0	catalyze	0	inter	4	10	6.0	0.4	3.2	0.2857	0.025	21	16	3.9880200950544444e-07	1.8824372183134573e-07	specialist	pathway_bridge	18.5	2.935228656683951e-07
CDH3	MMP14	catalyzed by	<-	1.0	catalyze	0	inter	4	12	6.0	4.0	5.0	0.2857	0.0667	21	60	3.9880200950544444e-07	0.0002481120963751327	specialist	pathway_bridge	40.5	0.00012425544919231906
CDH3	MMP15	catalyzed by	<-	1.0	catalyze	0	inter	4	4	6.0	0.25	3.125	0.2857	0.0078	21	32	3.9880200950544444e-07	4.4760121427400775e-06	specialist	background	26.5	2.437407076122761e-06
CDH3	MMP16	catalyzed by	<-	1.0	catalyze	0	inter	4	7	6.0	0.429	3.214	0.2857	0.1429	21	3	3.9880200950544444e-07	0.0	specialist	pathway_bridge	12.0	1.9940100475272222e-07
CDH3	MMP19	catalyzed by	<-	1.0	catalyze	0	inter	4	3	6.0	0.0	3.0	0.2857	0.0	21	8	3.9880200950544444e-07	1.3872953198924374e-07	specialist	background	14.5	2.687657707473441e-07
CDH3	MMP2	catalyzed by	<-	1.0	catalyze	0	inter	4	19	6.0	8.947	7.474	0.2857	0.1543	21	58	3.9880200950544444e-07	0.00012040505369739374	specialist	pathway_bridge	39.5	6.040192785344959e-05
CDH3	MMP20	catalyzed by	<-	1.0	catalyze	0	inter	4	5	6.0	0.0	3.0	0.2857	0.0	21	5	3.9880200950544444e-07	3.351176365894524e-08	specialist	pathway_bridge	13.0	2.1615688658219484e-07
CDH3	MMP24	catalyzed by	<-	1.0	catalyze	0	inter	4	3	6.0	0.0	3.0	0.2857	0.0	21	4	3.9880200950544444e-07	1.688790544523029e-07	specialist	background	12.5	2.838405319788737e-07
CDH3	MMP25	catalyzed by	<-	1.0	catalyze	0	inter	4	6	6.0	0.333	3.167	0.2857	0.0833	21	4	3.9880200950544444e-07	9.474245325217087e-08	specialist	pathway_bridge	12.5	2.4677223137880766e-07
CDH3	MMP7	catalyzed by	<-	1.0	catalyze	0	inter	4	10	6.0	1.2	3.6	0.2857	0.05	21	24	3.9880200950544444e-07	8.357809473361297e-07	specialist	pathway_bridge	22.5	6.172914784207871e-07
CDH3	MMP8	catalyzed by	<-	1.0	catalyze	0	inter	4	7	6.0	0.571	3.286	0.2857	0.0952	21	6	3.9880200950544444e-07	3.9920458325237176e-08	specialist	pathway_bridge	13.5	2.193612339153408e-07
CDH3	MMP9	catalyzed by	<-	1.0	catalyze	0	inter	4	28	6.0	6.571	6.286	0.2857	0.1685	21	39	3.9880200950544444e-07	1.5634898039022185e-06	specialist	pathway_bridge	30.0	9.811459067038315e-07
CDH3	NCSTN	catalyzed by	<-	1.0	catalyze	0	inter	4	40	6.0	10.325	8.162	0.2857	0.0546	21	189	3.9880200950544444e-07	5.707810059233998e-05	specialist	pathway_bridge	105.0	2.873845130092271e-05
CDH3	PCDH15	input	-	1.0	other	0	inter	4	4	6.0	0.0	3.0	0.2857	0.0	21	5	3.9880200950544444e-07	1.2333841160296387e-08	specialist	background	13.0	2.0556792533287042e-07
CDH3	PCDH7	input	-	1.0	other	0	inter	4	10	6.0	30.5	18.25	0.2857	0.1078	21	283	3.9880200950544444e-07	0.00011630025891001849	specialist	pathway_bridge	152.0	5.8349530459761965e-05
CDH3	PSEN1	catalyzed by	<-	1.0	catalyze	0	inter	4	38	6.0	16.947	11.474	0.2857	0.086	21	197	3.9880200950544444e-07	7.24932561186379e-05	specialist	pathway_bridge	109.0	3.644602906407167e-05
CDH3	PSEN2	catalyzed by	<-	1.0	catalyze	0	inter	4	33	6.0	6.727	6.364	0.2857	0.0885	21	76	3.9880200950544444e-07	9.506740900155475e-05	specialist	pathway_bridge	48.5	4.77331055055301e-05
CDH3	PSENEN	catalyzed by	<-	1.0	catalyze	0	inter	4	35	6.0	6.257	6.129	0.2857	0.0792	21	79	3.9880200950544444e-07	7.634567397399398e-06	specialist	pathway_bridge	50.0	4.016684703452422e-06
CDH4	PCDH15	input	-	1.0	other	0	inter	6	4	2.333	0.0	1.167	0.2121	0.0	11	5	1.9551319545005283e-07	1.2333841160296387e-08	pathway_bridge	background	8.0	1.0392351830517461e-07
CDH4	PCDH7	input	-	1.0	other	0	inter	6	10	2.333	30.5	16.417	0.2121	0.1078	11	283	1.9551319545005283e-07	0.00011630025891001849	pathway_bridge	pathway_bridge	147.0	5.824788605273427e-05
CDH5	CTCF	expression regulated by	<-	1.0	expression	0	inter	13	7	8.692	31.857	20.275	0.0905	0.0751	96	424	6.893843751179735e-06	6.085423108640864e-05	pathway_bridge	pathway_bridge	260.0	3.3874037418794186e-05
CDH5	CTNNA2	complex; input	-	1.0	complex	0	inter	13	2	8.692	7.0	7.846	0.0905	0.1207	96	58	6.893843751179735e-06	6.131568870636854e-06	pathway_bridge	background	77.0	6.512706310908294e-06
CDH5	PCDH15	input	-	1.0	other	0	inter	13	4	8.692	0.0	4.346	0.0905	0.0	96	5	6.893843751179735e-06	1.2333841160296387e-08	pathway_bridge	background	50.5	3.4530887961700156e-06
CDH6	CTNNA2	complex; input	-	1.0	complex	0	inter	4	2	2.0	7.0	4.5	1.0	0.1207	2	58	0.0	6.131568870636854e-06	background	background	30.0	3.065784435318427e-06
CDH6	DSC3	predicted	-	0.89	predicted	0	inter	4	3	2.0	10.667	6.333	1.0	0.0896	2	119	0.0	1.2294997513309849e-05	background	background	60.5	6.147498756654924e-06
CDH6	PCDH15	input	-	1.0	other	0	inter	4	4	2.0	0.0	1.0	1.0	0.0	2	5	0.0	1.2333841160296387e-08	background	background	3.5	6.166920580148193e-09
CDH6	PCDH7	input	-	1.0	other	0	inter	4	10	2.0	30.5	16.25	1.0	0.1078	2	283	0.0	0.00011630025891001849	background	pathway_bridge	142.5	5.8150129455009243e-05
CDH7	CTNNA2	complex; input	-	1.0	complex	0	inter	4	2	1.0	7.0	4.0	0.1111	0.1207	9	58	2.4889610642516895e-07	6.131568870636854e-06	specialist	background	33.5	3.1902324885310114e-06
CDH7	PCDH15	input	-	1.0	other	0	inter	4	4	1.0	0.0	0.5	0.1111	0.0	9	5	2.4889610642516895e-07	1.2333841160296387e-08	specialist	background	7.0	1.3061497379273267e-07
